,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret,before,after,close_,ret
2018-08-21,KEYS,Keysight Techno...,20263.0,amc,0.8,,,,6.17%,60.44,69.51,64.17,0.1500661813368631
2018-08-21,TOL,Toll Brothers I...,4095.0,bmo,1.03,,,,13.79%,34.73,38.22,39.52,0.10048949035416066
2018-08-21,URBN,Urban Outfitter...,1656.0,amc,0.76,,,,-4.73%,47.74,50.39,45.48,0.055509007121910425
2018-08-21,KSS,Kohls Corporati...,2984.0,bmo,1.65,,,,1.71%,78.85,77.22,80.2,-0.02067216233354463
2018-08-21,MDT,Medtronic Plc,132114.0,bmo,1.11,,,,5.71%,90.03,94.0,95.17,0.04409641230700867
2018-08-21,GSM,Ferroglobe Plc,120.0,amc,0.19,,,,-3.82%,,,,
2018-08-21,TJX,The Tjx Compani...,63200.0,bmo,0.53,,,,4.73%,101.65,107.0,106.46,0.05263157894736836
2018-08-21,SJM,The J. M. Smuck...,12992.0,bmo,1.81,,,,-6.62%,115.87,112.88,108.2,-0.02580478122033325
2018-08-21,TUES,Tuesday Morning...,12.0,bmo,-0.29,,,,0.00%,,,,
2018-08-21,RGS,Regis Corporati...,374.0,bmo,0.03,,,,14.39%,,,,
2018-08-21,SE,Sea Limited Spo...,26098.0,amc,-0.7,,,,-4.84%,,,,
2018-08-21,JKHY,Jack Henry  Ass...,13857.0,amc,0.95,,,,7.77%,144.1,147.81,155.29,0.02574600971547536
2018-08-21,PINC,"Premier, Inc.",4237.0,bmo,0.66,,,,14.63%,38.34,40.2,43.95,0.04851330203442883
2018-08-21,LZB,Lazboy Incorpor...,1184.0,amc,0.25,,,,13.14%,,,,
2018-08-21,CAAP,Corporacion Ame...,392.0,amc,0.13,,,,1.59%,,,,
2018-08-21,RRGB,Red Robin Gourm...,179.0,amc,0.46,,,,1.12%,,,,
2018-08-21,JILL,"J.jill, Inc.",27.0,bmo,0.23,,,,-10.46%,,,,
2018-08-20,DPW,Digital Power C...,5.0,amc,-104.0,,,,-6.82%,,,,
2018-08-20,DGLY,"Digital Ally, I...",18.0,bmo,-0.37,,,,-3.77%,,,,
2018-08-20,LTM,Latam Airlines...,679.0,amc,-0.13,,,,-6.21%,,,,
2018-08-20,NDSN,Nordson Corpora...,10898.0,amc,1.59,,,,-0.70%,134.69,124.59,133.75,-0.07498700720172247
2018-08-20,FN,Fabrinet,2348.0,amc,0.75,,,,6.25%,,,,
2018-08-20,EL,The Estee Laude...,71089.0,bmo,0.56,,,,3.40%,135.94,141.11,140.56,0.0380314844784464
2018-08-17,GOGL,Golden Ocean Gr...,441.0,bmo,0.03,,,,3.33%,,,,
2018-08-17,DE,Deere  Company,47592.0,bmo,2.77,,,,2.36%,137.35,134.18,140.59,-0.023079723334546665
2018-08-17,YTRA,"Yatra Online, I...",52.0,bmo,-0.25,,,,0.20%,,,,
2018-08-16,ARAY,Accuray Incorpo...,190.0,amc,-0.02,,,,9.93%,,,,
2018-08-16,JWN,"Nordstrom, Inc....",2522.0,amc,0.83,,,,13.20%,52.28,55.65,59.18,0.06446059678653393
2018-08-16,CRMT,Americas Carmar...,526.0,amc,1.19,,,,21.72%,,,,
2018-08-16,ATGE,Adtalem Global...,1733.0,amc,0.9,,,,-15.34%,,,,
2018-08-16,JD,"Jd.com, Inc.",79260.0,bmo,0.12,,,,-1.21%,,,,
2018-08-16,NVDA,Nvidia Corporat...,218337.0,amc,1.84,,,,-4.90%,257.44,252.94,244.82,-0.017479801118707283
2018-08-16,WMT,Walmart Inc.,351549.0,bmo,1.21,,,,9.33%,90.22,100.11,98.64,0.1096209266238084
2018-08-16,VNET,"21vianet Group,...",1641.0,amc,-0.01,,,,-4.39%,,,,
2018-08-16,AMAT,Applied Materia...,51488.0,amc,1.16,,,,-7.72%,47.43,44.77,43.77,-0.05608264811300856
2018-08-16,BVNRY,Bavarian Nordic...,959.0,bmo,-0.16,,,,0.00%,,,,
2018-08-16,DESP,Despegar.com Co...,495.0,bmo,0.04,,,,-6.64%,,,,
2018-08-16,REDU,Rise Education...,170.0,amc,0.11,,,,-0.90%,,,,
2018-08-16,LYTS,Lsi Industries...,161.0,bmo,0.01,,,,17.62%,,,,
2018-08-16,VBLT,Vascular Biogen...,52.0,bmo,-0.18,,,,-2.94%,,,,
2018-08-16,VJET,Voxeljet Ag,21.0,amc,-0.09,,,,-4.07%,,,,
2018-08-16,QIWI,Qiwi Plc,850.0,bmo,0.26,,,,-9.45%,,,,
2018-08-15,SPTN,Spartannash Com...,764.0,amc,0.57,,,,-17.98%,,,,
2018-08-15,CSCO,"Cisco Systems,...",201910.0,amc,0.69,,,,2.96%,43.86,45.77,45.16,0.04354765161878715
2018-08-15,M,"Macys, Inc.",1970.0,bmo,0.49,,,,-15.95%,41.82,38.92,35.15,-0.06934481109516977
2018-08-15,NTAP,"Netapp, Inc.",9851.0,amc,0.8,,,,-3.59%,82.47,79.49,79.51,-0.036134351885534155
2018-08-15,CACI,Caci Internatio...,6291.0,amc,1.78,,,,5.02%,180.35,183.0,189.4,0.014693651233712357
2018-08-15,PFGC,Performance Foo...,3531.0,bmo,0.6,,,,-10.76%,,,,
2018-08-15,MSGN,Msg Networks In...,702.0,bmo,0.55,,,,1.30%,,,,
2018-08-15,BGG,Briggs  Stratto...,70.0,amc,0.42,,,,6.68%,,,,
2018-08-15,XRF,China Rapid Fin...,8.0,bmo,-1.3,,,,16.13%,,,,
2018-08-15,STAF,Staffing 360 So...,7.0,bmo,-0.08,,,,-3.83%,,,,
2018-08-15,FCHS,First Choice He...,3.0,bmo,0.02,,,,2.50%,,,,
2018-08-14,AMRH,"Ameri Holdings,...",4.0,bmo,-2.0,,,,-8.05%,,,,
2018-08-14,CGC,Canopy Growth C...,6093.0,amc,-0.12,,,,30.42%,,,,
2018-08-14,CRON,Cronos Group In...,2278.0,bmo,-0.01,,,,-3.09%,,,,
2018-08-14,HD,"The Home Depot,...",267246.0,bmo,2.84,,,,-0.54%,194.14,195.17,193.1,0.005305449675491847
2018-08-14,CSIQ,Canadian Solar...,1116.0,bmo,0.33,,,,-1.99%,,,,
2018-08-14,AAP,Advance Auto Pa...,9627.0,bmo,1.85,,,,7.79%,144.84,153.34,156.13,0.05868544600938974
2018-08-14,A,Agilent Technol...,27293.0,amc,0.63,,,,-3.03%,66.75,65.94,64.73,-0.012134831460674178
2018-08-14,CREE,"Cree, Inc.",5699.0,amc,0.08,,,,-7.78%,50.16,48.65,46.26,-0.030103668261562966
2018-08-14,WPM,Wheaton Preciou...,19276.0,amc,0.14,,,,-8.08%,,,,
2018-08-14,ROSE,Klr Energy Acqu...,15.0,amc,0.4,,,,-6.38%,,,,
2018-08-14,CRMD,Cormedix Inc,115.0,amc,-0.5,,,,-15.11%,,,,
2018-08-14,EYE,National Vision...,2150.0,bmo,0.19,,,,-0.27%,,,,
2018-08-14,TPR,"Tapestry, Inc.",3755.0,bmo,0.57,,,,12.01%,47.46,50.85,53.16,0.0714285714285714
2018-08-14,CPIX,Cumberland Phar...,50.0,amc,-0.08,,,,-1.60%,,,,
2018-08-14,SCON,Superconductor...,8.0,bmo,-1.7,,,,-7.05%,,,,
2018-08-14,PETQ,"Petiq, Inc.",871.0,amc,0.39,,,,10.50%,,,,
2018-08-14,VIAV,Viavi Solutions...,2642.0,amc,0.11,,,,-4.30%,,,,
2018-08-14,CGIX,Cancer Genetics...,6.0,bmo,-3.9,,,,0.51%,,,,
2018-08-14,PRSP,Perspecta Inc,3580.0,amc,0.48,,,,9.47%,,,,
2018-08-14,ALT,"Altimmune, Inc....",144.0,bmo,-4.5,,,,9.39%,,,,
2018-08-14,RWLK,Rewalk Robotics...,16.0,bmo,-4.5,,,,-13.89%,,,,
2018-08-13,JKS,Jinkosolar Hold...,696.0,bmo,0.53,,,,-12.25%,,,,
2018-08-13,ALSWF,Absolute Softwa...,407.0,amc,0.02,,,,1.20%,,,,
2018-08-13,FPH,Five Point Hold...,743.0,amc,-0.01,,,,-0.54%,,,,
2018-08-13,CNNE,Fidelity Nation...,2910.0,bmo,0.02,,,,-3.71%,,,,
2018-08-13,SWCH,"Switch, Inc.",4617.0,amc,0.03,,,,-22.39%,13.98,10.5,10.85,-0.24892703862660948
2018-08-13,VERI,"Veritone, Inc.",230.0,amc,-0.85,,,,-22.15%,,,,
2018-08-13,VIPS,Vipshop Holding...,11577.0,amc,0.15,,,,-16.20%,,,,
2018-08-13,TERP,Terraform Power...,4163.0,amc,-0.13,,,,1.04%,,,,
2018-08-13,AG,First Majestic...,2099.0,amc,-0.02,,,,2.37%,,,,
2018-08-13,SYY,Sysco Corporati...,28000.0,bmo,0.94,,,,6.24%,68.48,71.09,72.75,0.038113317757009435
2018-08-13,YY,Yy Inc.,4936.0,amc,1.81,,,,-13.72%,,,,
2018-08-13,REFR,Research Fronti...,140.0,amc,-0.03,,,,3.37%,,,,
2018-08-13,AXU,Alexco Resource...,286.0,amc,-0.02,,,,0.00%,,,,
2018-08-13,EAST,Eastside Distil...,15.0,bmo,-0.2,,,,1.27%,,,,
2018-08-13,SMTS,Sierra Metals I...,130.0,amc,0.07,,,,0.40%,,,,
2018-08-13,SSKN,Strata Skin Sci...,42.0,amc,-0.03,,,,7.22%,,,,
2018-08-13,IPWR,Ideal Power Inc...,5.0,amc,-1.6,,,,1.08%,,,,
2018-08-13,SNES,"Senestech, Inc....",6.0,amc,-3.0,,,,-7.74%,,,,
2018-08-13,BLRX,Biolinerx Ltd.,15.0,bmo,-0.9,,,,2.59%,,,,
2018-08-13,UMRX,Unum Therapeuti...,17.0,amc,-0.33,,,,-5.25%,,,,
2018-08-13,SPCB,"Supercom, Ltd.",16.0,bmo,0.01,,,,-6.77%,,,,
2018-08-13,REED,"Reeds, Inc.",42.0,amc,-0.05,,,,-8.62%,,,,
2018-08-13,CELP,Cypress Energy...,56.0,amc,0.1,,,,0.39%,,,,
2018-08-13,INSE,Inspired Entert...,62.0,amc,-0.19,,,,-11.01%,,,,
2018-08-13,NINE,Nine Energy Ser...,64.0,bmo,0.38,,,,-1.56%,,,,
2018-08-13,VNRX,Volitionrx Limi...,127.0,bmo,-0.16,,,,13.02%,,,,
2018-08-10,CYD,China Yuchai In...,505.0,bmo,0.73,,,,-4.83%,,,,
2018-08-10,PXS,Pyxis Tankers I...,20.0,bmo,-0.04,,,,-8.59%,,,,
2018-08-10,ERF,Enerplus Corpor...,599.0,bmo,0.24,,,,2.04%,,,,
2018-08-10,AIT,Applied Industr...,2245.0,bmo,1.01,,,,-3.15%,,,,
2018-08-10,QTRX,Quanterix Corpo...,781.0,amc,-0.28,,,,0.68%,,,,
2018-08-10,ALO,Timmons Gold Co...,77.0,bmo,0.05,,,,-16.67%,,,,
2018-08-10,RUTH,Ruths Hospitali...,232.0,bmo,0.3,,,,15.10%,,,,
2018-08-10,LAZY,Lazydays Holdin...,52.0,bmo,0.38,,,,-4.65%,,,,
2018-08-10,AP,Ampcopittsburgh...,42.0,bmo,0.09,,,,-11.28%,,,,
2018-08-10,GECC,Great Elm Capit...,33.0,bmo,0.3,,,,1.92%,,,,
2018-08-09,FNKO,"Funko, Inc.",280.0,amc,0.02,,,,3.58%,,,,
2018-08-09,GOOS,Canada Goose Ho...,2142.0,bmo,-0.18,,,,-3.42%,,,,
2018-08-09,NOG,Northern Oil An...,316.0,bmo,0.08,,,,0.60%,,,,
2018-08-09,AEZS,Aeterna Zentari...,27.0,amc,-0.32,,,,-3.91%,,,,
2018-08-09,DBX,"Dropbox, Inc.",9326.0,amc,0.06,,,,-9.82%,34.43,31.76,31.05,-0.07754864943363338
2018-08-09,HIMX,Himax Technolog...,511.0,bmo,0.01,,,,0.15%,,,,
2018-08-09,PLNT,"Planet Fitness,...",5587.0,amc,0.31,,,,6.46%,48.79,51.8,51.94,0.06169296987087525
2018-08-09,BKNG,Booking Holding...,67103.0,amc,17.44,,,,-2.30%,1942.39,1909.85,1897.66,-0.016752557416378933
2018-08-09,TTD,The Trade Desk...,14350.0,amc,0.44,,,,37.13%,93.29,115.5,127.93,0.23807482045235284
2018-08-09,MCHP,Microchip Techn...,23000.0,amc,1.49,,,,-10.88%,98.08,88.4,87.41,-0.09869494290375191
2018-08-09,PLUG,"Plug Power, Inc...",1365.0,bmo,-0.08,,,,-5.45%,,,,
2018-08-09,OLED,Universal Displ...,6906.0,amc,0.13,,,,13.54%,101.15,111.25,114.85,0.09985170538803745
2018-08-09,UNIT,Uniti Group Inc...,1594.0,amc,0.63,,,,2.01%,,,,
2018-08-09,NICE,Nice Ltd.,11615.0,bmo,1.01,,,,-1.20%,,,,
2018-08-09,AGEN,Agenus Inc.,624.0,bmo,-0.38,,,,1.16%,,,,
2018-08-09,CTEK,"Cynergistek, In...",14.0,bmo,0.04,,,,0.00%,,,,
2018-08-09,RUN,Sunrun Inc.,2010.0,amc,0.35,,,,-7.32%,,,,
2018-08-09,CATB,Catabasis Pharm...,111.0,bmo,-2.7,,,,-1.52%,,,,
2018-08-09,PBYI,Puma Biotechnol...,402.0,amc,-1.26,,,,-8.12%,,,,
2018-08-09,GLP,Global Partners...,347.0,bmo,0.12,,,,0.00%,,,,
2018-08-09,LNG,Cheniere Energy...,11181.0,bmo,0.32,,,,4.11%,60.4,60.14,62.88,-0.004304635761589348
2018-08-09,EPAY,Bottomline Tech...,2223.0,amc,0.29,,,,4.61%,,,,
2018-08-09,VKTX,Viking Therapeu...,519.0,amc,-0.11,,,,4.75%,,,,
2018-08-08,GNL,Global Net Leas...,1255.0,bmo,0.53,,,,4.17%,,,,
2018-08-08,ROKU,"Roku, Inc.",13139.0,amc,-0.15,,,,21.31%,47.25,52.8,57.32,0.11746031746031749
2018-08-08,CVS,Cvs Health Corp...,85706.0,bmo,1.61,,,,4.16%,65.45,68.02,68.17,0.039266615737203914
2018-08-08,CTL,"Centurylink, In...",10788.0,amc,0.23,,,,13.11%,18.54,19.46,20.97,0.04962243797195254
2018-08-08,SO,Southern Compan...,60323.0,bmo,0.69,,,,-4.48%,49.08,47.45,46.88,-0.033211083944580166
2018-08-08,OXY,Occidental Petr...,11655.0,amc,1.25,,,,-4.20%,81.2,79.47,77.79,-0.021305418719211877
2018-08-08,AYX,"Alteryx, Inc.",9494.0,amc,-0.11,,,,15.75%,47.8,52.88,55.33,0.10627615062761508
2018-08-08,HCHC,"Hc2 Holdings, I...",123.0,amc,-0.45,,,,4.14%,,,,
2018-08-08,WB,Weibo Corporati...,6924.0,bmo,0.67,,,,-4.05%,,,,
2018-08-08,NVAX,"Novavax, Inc.",2668.0,amc,-2.4,,,,21.49%,,,,
2018-08-08,UPLD,Upland Software...,874.0,amc,0.36,,,,1.65%,,,,
2018-08-08,LITE,Lumentum Holdin...,5492.0,bmo,0.65,,,,-2.33%,,,,
2018-08-08,AZRE,Azure Power Glo...,605.0,amc,-0.14,,,,1.27%,,,,
2018-08-08,SUN,Sunoco Lp,2565.0,amc,0.56,,,,5.86%,,,,
2018-08-08,STWD,Starwood Proper...,3743.0,bmo,0.53,,,,-3.65%,22.45,22.15,21.63,-0.013363028953229383
2018-08-08,IAC,Iacinteractivec...,22972.0,amc,0.82,,,,8.72%,167.95,173.48,182.6,0.03292646621018158
2018-08-08,FANG,Diamondback Ene...,6720.0,amc,1.64,,,,-1.97%,133.79,133.0,131.15,-0.005904776141714585
2018-08-08,VNOM,Viper Energy Pa...,1663.0,amc,0.38,,,,6.09%,,,,
2018-08-08,MYL,Mylan N.v.,8824.0,bmo,1.23,,,,1.79%,38.54,36.5,39.23,-0.052932018681888904
2018-08-08,MFC,Manulife Financ...,24069.0,amc,0.49,,,,1.88%,,,,
2018-08-08,SGMO,Sangamo Therape...,1576.0,amc,-0.15,,,,10.87%,,,,
2018-08-08,YELP,Yelp Inc.,1563.0,amc,0.25,,,,26.65%,,,,
2018-08-08,NKTR,Nektar Therapeu...,3862.0,amc,5.33,,,,6.09%,55.96,53.52,59.37,-0.04360257326661898
2018-08-08,PLYM,Plymouth Ind Re...,220.0,amc,0.26,,,,2.73%,,,,
2018-08-07,DNR,Denbury Resourc...,108.0,bmo,0.1,,,,0.22%,,,,
2018-08-07,FOSL,"Fossil Group, I...",154.0,amc,-0.48,,,,-11.65%,,,,
2018-08-07,CROX,"Crocs, Inc.",1930.0,bmo,0.27,,,,-2.65%,,,,
2018-08-07,GWPH,Gw Pharmaceutic...,3796.0,amc,-2.4,,,,4.23%,,,,
2018-08-07,VRS,Verso Corporati...,504.0,bmo,0.03,,,,1.14%,,,,
2018-08-07,PPL,Ppl Corporation...,21479.0,bmo,0.54,,,,-0.31%,29.03,29.21,28.94,0.006200482259731244
2018-08-07,BOOT,Boot Barn Holdi...,618.0,amc,0.12,,,,14.72%,,,,
2018-08-07,BHC,Bausch Health C...,6557.0,bmo,0.81,,,,4.53%,,,,
2018-08-07,ONDK,On Deck Capital...,44.0,bmo,0.06,,,,23.56%,,,,
2018-08-07,CYBR,Cyberark Softwa...,3956.0,amc,0.24,,,,11.74%,,,,
2018-08-07,SNAP,Snap Inc.,26898.0,amc,-0.17,,,,-6.78%,,,,
2018-08-07,DIS,The Walt Disney...,211875.0,amc,1.97,,,,-2.21%,116.56,115.9,113.98,-0.005662319835277985
2018-08-07,VSH,Vishay Intertec...,2350.0,bmo,0.48,,,,1.61%,,,,
2018-08-07,ALB,Albemarle Corpo...,8136.0,amc,1.28,,,,6.42%,92.81,97.41,98.77,0.0495636246094171
2018-08-07,AAOI,Applied Optoele...,180.0,amc,0.44,,,,9.91%,,,,
2018-08-07,TWO,Two Harbors Inv...,1236.0,amc,0.48,,,,2.86%,14.7,14.94,15.12,0.01632653061224487
2018-08-07,ZBRA,Zebra Technolog...,13874.0,bmo,2.25,,,,17.21%,142.15,154.0,166.62,0.08336264509321145
2018-08-07,ALRM,Alarm.com Holdi...,2305.0,amc,0.26,,,,7.34%,,,,
2018-08-07,OPK,"Opko Health, In...",1527.0,amc,-0.07,,,,-2.31%,,,,
2018-08-07,AAXN,Axon Enterprise...,4544.0,amc,0.09,,,,-11.59%,,,,
2018-08-07,ATKR,Atkore Internat...,1267.0,bmo,0.67,,,,14.90%,,,,
2018-08-07,MTCH,"Match Group, In...",25300.0,amc,0.36,,,,17.28%,38.88,45.5,45.6,0.17026748971193406
2018-08-07,NEWR,"New Relic, Inc....",3959.0,amc,0.11,,,,-0.80%,103.77,103.94,102.94,0.0016382384118724946
2018-08-07,INGN,"Inogen, Inc",838.0,amc,0.44,,,,7.89%,,,,
2018-08-06,BSM,Black Stone Min...,1306.0,amc,0.25,,,,5.02%,,,,
2018-08-06,HEAR,Turtle Beach Co...,154.0,amc,-0.02,,,,1.58%,,,,
2018-08-06,ETSY,"Etsy, Inc.",9611.0,amc,0.04,,,,3.32%,42.43,49.78,43.84,0.17322649069054918
2018-08-06,MOS,The Mosaic Comp...,4582.0,amc,0.39,,,,5.32%,30.1,30.75,31.7,0.021594684385382035
2018-08-06,EDIT,Editas Medicine...,1489.0,amc,-0.69,,,,-0.89%,,,,
2018-08-06,NWL,Newell Brands I...,5577.0,bmo,0.78,,,,-14.34%,26.57,25.65,22.76,-0.034625517500941005
2018-08-06,HTZ,Hertz Global Ho...,142.0,amc,-0.29,,,,24.63%,,,,
2018-08-06,CAH,Cardinal Health...,15969.0,bmo,0.93,,,,-0.50%,50.3,49.24,50.05,-0.021073558648111224
2018-08-06,VCEL,Vericel Corpora...,649.0,amc,-0.13,,,,25.00%,,,,
2018-08-06,VGR,Vector Group Lt...,1693.0,bmo,0.16,,,,-0.32%,,,,
2018-08-06,LGND,Ligand Pharmace...,1630.0,amc,0.93,,,,8.94%,,,,
2018-08-06,TWLO,Twilio Inc.,27674.0,amc,-0.06,,,,18.70%,63.27,74.75,75.1,0.18144460249723404
2018-08-06,III,Information Ser...,81.0,bmo,0.09,,,,1.73%,,,,
2018-08-06,APLE,Apple Hospitali...,2279.0,amc,0.51,,,,-0.28%,17.87,17.93,17.82,0.003357582540570725
2018-08-06,REGI,Renewable Energ...,1111.0,amc,0.5,,,,14.29%,,,,
2018-08-06,TSN,"Tyson Foods, In...",22384.0,bmo,1.33,,,,3.27%,57.75,60.0,59.64,0.03896103896103886
2018-08-06,FIVN,"Five9, Inc.",6463.0,amc,0.04,,,,24.17%,,,,
2018-08-06,OAS,Oasis Petroleum...,149.0,amc,0.07,,,,3.97%,,,,
2018-08-06,OTTR,Otter Tail Corp...,1734.0,amc,0.48,,,,-0.31%,,,,
2018-08-06,Z,"Zillow Group, I...",12347.0,amc,0.08,,,,-14.77%,58.15,48.94,49.56,-0.15838349097162507
2018-08-06,CRNT,Ceragon Network...,190.0,bmo,0.04,,,,-10.17%,,,,
2018-08-06,CSWC,Capital Southwe...,260.0,amc,0.26,,,,0.71%,,,,
2018-08-06,RNG,"Ringcentral, In...",23888.0,amc,0.15,,,,6.88%,81.4,88.7,87.0,0.08968058968058967
2018-08-06,MAR,Marriott Intern...,28697.0,amc,1.36,,,,-3.75%,129.28,125.31,124.43,-0.03070853960396036
2018-08-03,LYB,Lyondellbasell...,21277.0,bmo,2.9,,,,3.39%,108.47,110.61,112.15,0.019728957315386708
2018-08-03,ENB,Enbridge Inc,65715.0,bmo,0.42,,,,1.41%,,,,
2018-08-03,KHC,The Kraft Heinz...,37229.0,bmo,0.91,,,,8.55%,59.4,61.0,64.48,0.026936026936027035
2018-08-03,ABR,Arbor Realty Tr...,928.0,bmo,0.26,,,,3.16%,,,,
2018-08-03,OHI,Omega Healthcar...,7066.0,amc,0.75,,,,0.97%,30.09,30.23,30.89,0.004652708541043493
2018-08-03,AEE,Ameren Corporat...,18450.0,bmo,0.79,,,,1.10%,61.77,62.0,62.45,0.0037234903674923103
2018-08-03,GRPN,"Groupon, Inc.",724.0,bmo,0.03,,,,2.53%,,,,
2018-08-03,WPC,W.p. Carey Inc....,10321.0,bmo,1.26,,,,-0.20%,65.59,66.05,65.46,0.00701326421710613
2018-08-03,HMSY,Hms Holdings Co...,2762.0,bmo,0.19,,,,16.25%,,,,
2018-08-03,USM,United States C...,2690.0,bmo,0.19,,,,5.59%,35.41,37.84,37.39,0.06862468229313778
2018-08-03,TDS,Telephone And D...,2347.0,bmo,0.23,,,,4.03%,25.8,26.2,26.84,0.015503875968992276
2018-08-03,BEP,Brookfield Rene...,8745.0,bmo,0.17,,,,-0.33%,,,,
2018-08-03,CNP,Centerpoint Ene...,8936.0,bmo,0.32,,,,-0.50%,28.11,28.1,27.97,-0.00035574528637483116
2018-08-03,TRTN,Triton Internat...,2143.0,bmo,1.06,,,,1.95%,,,,
2018-08-03,HUD,Hudson Ltd.,466.0,bmo,0.23,,,,9.51%,,,,
2018-08-03,DISH,Dish Network Co...,16590.0,bmo,0.69,,,,14.53%,29.86,31.3,34.2,0.04822505023442747
2018-08-03,AXL,American Axle...,804.0,bmo,1.12,,,,6.18%,,,,
2018-08-03,CBOE,Cboe Global Mar...,11681.0,bmo,1.03,,,,-1.22%,95.8,94.18,94.63,-0.01691022964509381
2018-08-03,ESNT,Essent Group Lt...,3260.0,bmo,1.05,,,,4.39%,,,,
2018-08-03,MGI,Moneygram Inter...,155.0,bmo,0.16,,,,-7.44%,,,,
2018-08-02,DUK,Duke Energy Cor...,62855.0,bmo,1.03,,,,-0.74%,81.05,80.63,80.45,-0.005181986428130836
2018-08-02,ARC,Arc Document So...,44.0,amc,0.06,,,,8.37%,,,,
2018-08-02,TEVA,Teva Pharmaceut...,13685.0,bmo,0.67,,,,-9.47%,,,,
2018-08-02,TTWO,Taketwo Interac...,15445.0,amc,0.15,,,,8.98%,113.24,129.47,123.41,0.14332391381137422
2018-08-02,CI,Cigna Corporati...,72807.0,bmo,3.33,,,,3.26%,182.93,185.23,188.9,0.012573115399332924
2018-08-02,ATVI,Activision Bliz...,55460.0,amc,0.36,,,,-3.70%,74.06,74.5,71.32,0.005941128814474617
2018-08-02,INTT,Intest Corporat...,33.0,amc,0.23,,,,6.08%,,,,
2018-08-02,ANET,Arista Networks...,17674.0,amc,1.72,,,,-5.26%,271.85,269.42,257.54,-0.008938752988780552
2018-08-02,WRK,Westrock Compan...,7275.0,bmo,1.05,,,,-2.99%,57.12,56.0,55.41,-0.019607843137254832
2018-08-02,CCR,Consol Coal Res...,118.0,bmo,0.65,,,,3.99%,,,,
2018-08-02,CC,The Chemours Co...,2153.0,amc,1.53,,,,6.98%,43.97,43.81,47.04,-0.003638844666818186
2018-08-02,ATH,Athene Holding...,5135.0,amc,1.27,,,,7.56%,45.77,48.33,49.23,0.05593183307843552
2018-08-02,EOG,"Eog Resources,...",29667.0,amc,1.25,,,,-2.80%,125.93,122.75,122.41,-0.025252124195981995
2018-08-02,BCS,Barclays Plc,24521.0,bmo,0.29,,,,-2.54%,,,,
2018-08-02,CRIS,"Curis, Inc.",31.0,bmo,-0.41,,,,-13.92%,,,,
2018-08-02,MAIN,Main Street Cap...,2024.0,amc,0.62,,,,1.35%,,,,
2018-08-02,CLX,The Clorox Comp...,25974.0,bmo,1.58,,,,6.17%,134.16,137.5,142.44,0.024895646988670306
2018-08-02,GPRO,"Gopro, Inc.",742.0,amc,-0.22,,,,17.70%,,,,
2018-08-02,REGN,Regeneron Pharm...,67420.0,bmo,4.74,,,,7.00%,371.03,372.48,397.0,0.003908039781149952
2018-08-02,GTE,Gran Tierra Ene...,87.0,amc,0.06,,,,0.00%,,,,
2018-08-02,EXC,Exelon Corporat...,37330.0,bmo,0.61,,,,0.69%,42.0,42.16,42.29,0.003809523809523707
2018-08-02,MPW,Medical Propert...,9552.0,bmo,0.36,,,,-1.04%,14.44,14.33,14.29,-0.0076177285318559385
2018-08-02,MED,Medifast Inc,1206.0,amc,1.0,,,,21.82%,,,,
2018-08-01,O,Realty Income C...,18994.0,amc,0.79,,,,1.66%,55.98,55.88,56.91,-0.0017863522686673017
2018-08-01,SQ,"Square, Inc.",35623.0,amc,0.11,,,,8.66%,66.86,65.2499,72.65,-0.024081663176787393
2018-08-01,TSLA,"Tesla, Inc.",154785.0,amc,-2.78,,,,16.19%,300.84,328.44,349.54,0.09174311926605516
2018-08-01,EPD,Enterprise Prod...,41749.0,bmo,0.39,,,,1.41%,,,,
2018-08-01,CHK,Chesapeake Ener...,127.0,bmo,28.0,,,,-5.72%,4.72,4.47,4.45,-0.052966101694915224
2018-08-01,AMRN,Amarin Corporat...,2644.0,bmo,-0.08,,,,7.84%,,,,
2018-08-01,EXEL,"Exelixis, Inc.",7578.0,amc,0.15,,,,9.16%,20.52,21.02,22.4,0.024366471734892814
2018-08-01,CF,Cf Industries H...,6279.0,amc,0.42,,,,12.17%,44.13,47.05,49.5,0.06616813958758194
2018-08-01,FTNT,"Fortinet, Inc.",22501.0,amc,0.35,,,,14.18%,64.6,70.5,73.76,0.09133126934984537
2018-08-01,NLY,Annaly Capital...,8811.0,amc,0.29,,,,0.86%,10.5,10.57,10.59,0.006666666666666599
2018-08-01,X,United States S...,1370.0,amc,1.15,,,,-10.28%,35.81,35.15,32.13,-0.01843060597598445
2018-08-01,FEYE,"Fireeye, Inc.",2781.0,amc,-0.01,,,,-1.91%,15.69,15.4,15.39,-0.018483110261312885
2018-08-01,D,Dominion Energy...,71345.0,bmo,0.78,,,,-1.94%,71.71,70.96,70.32,-0.010458792358109092
2018-08-01,TRIP,"Tripadvisor, In...",2587.0,amc,0.39,,,,-11.22%,57.65,50.9,51.18,-0.11708586296617518
2018-08-01,MRO,Marathon Oil Co...,4220.0,amc,0.21,,,,2.56%,20.31,19.67,20.83,-0.03151157065484966
2018-08-01,WYNN,"Wynn Resorts, L...",8983.0,amc,2.03,,,,-6.53%,159.99,153.47,149.54,-0.040752547034189734
2018-08-01,TDOC,"Teladoc Health,...",12959.0,amc,-0.38,,,,5.50%,,,,
