,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret,before,after,close_,ret
2020-02-06,SPH,Suburban Propan...,907.0,bmo,0.72,0.64,-0.07999999999999996,-0.11111111111111105,0.83%,,,,
2020-02-06,MMS,"Maximus, Inc.",4416.0,bmo,0.91,0.91,0.0,0.0,-0.15%,,,,
2020-02-06,NGL,Ngl Energy Part...,655.0,bmo,0.19,0.22,0.03,0.1578947368421053,-7.70%,,,,
2020-02-06,ASYS,"Amtech Systems,...",74.0,amc,-0.15,0.06,0.21,-1.4,1.08%,,,,
2020-02-06,CBL,Cbl  Associates...,58.0,amc,0.36,0.37,0.010000000000000009,0.0277777777777779,-5.87%,,,,
2020-02-06,SIMO,Silicon Motion...,1646.0,amc,0.85,0.96,0.10999999999999999,0.12941176470588234,-3.88%,,,,
2020-02-06,NOV,National Oilwel...,4841.0,amc,0.16,0.13,-0.03,-0.1875,10.46%,21.89,23.71,24.18,0.08314298766560069
2020-02-06,XYL,Xylem Inc.,11936.0,bmo,0.89,0.89,0.0,0.0,-5.12%,87.61,81.0,83.12,-0.07544800821823994
2020-02-06,HL,Hecla Mining Co...,1747.0,bmo,0.01,0.0,-0.01,-1.0,11.36%,,,,
2020-02-06,TWOU,"2u, Inc.",2333.0,amc,-0.22,-0.18,0.04000000000000001,-0.18181818181818188,11.39%,22.74,23.73,25.33,0.04353562005277056
2020-02-06,BLL,Ball Corporatio...,23231.0,bmo,0.68,0.71,0.029999999999999916,0.04411764705882337,1.79%,76.63,75.99,78.0,-0.00835182043586069
2020-02-06,LGF.A,Lions Gate Ente...,1754.0,amc,0.22,0.14,-0.07999999999999999,-0.36363636363636354,5.16%,,,,
2020-02-06,EHC,Encompass Healt...,7281.0,amc,0.87,0.85,-0.020000000000000018,-0.02298850574712641,-0.25%,79.79,79.85,79.59,0.0007519739315702267
2020-02-06,VRSN,"Verisign, Inc.",25304.0,amc,1.34,1.31,-0.030000000000000027,-0.022388059701492602,-5.47%,216.94,209.0,205.07,-0.03659998156172217
2020-02-06,GLOP,Gaslog Partners...,217.0,bmo,0.49,0.46,-0.02999999999999997,-0.061224489795918324,-48.83%,,,,
2020-02-06,SBH,Sally Beauty Ho...,1472.0,bmo,0.56,0.47,-0.09000000000000008,-0.1607142857142858,-15.52%,,,,
2020-02-06,SPGI,Sp Global Inc.,78310.0,bmo,2.41,2.53,0.11999999999999966,0.04979253112033177,0.25%,294.77,296.98,295.52,0.00749737083149582
2020-02-06,VSTO,Vista Outdoor I...,562.0,bmo,0.13,0.21,0.07999999999999999,0.6153846153846152,11.74%,,,,
2020-02-06,PMT,Pennymac Mortga...,1099.0,amc,0.54,0.55,0.010000000000000009,0.0185185185185186,0.26%,,,,
2020-02-06,ALNY,Alnylam Pharmac...,15532.0,bmo,-2.25,-2.47,-0.2200000000000002,0.09777777777777796,0.30%,121.59,115.69,121.96,-0.04852372728020404
2020-02-05,FEYE,"Fireeye, Inc.",2781.0,amc,0.04,0.07,0.030000000000000006,0.7500000000000002,-1.84%,16.0,14.92,15.705,-0.0675
2020-02-05,GRUB,Grubhub Inc.,5211.0,amc,-0.03,-0.05,-0.020000000000000004,0.6666666666666667,-1.76%,55.6,54.0,54.62,-0.02877697841726623
2020-02-05,PAYC,Paycom Software...,17408.0,amc,0.77,0.86,0.08999999999999997,0.11688311688311681,-9.86%,322.5,301.08,290.71,-0.0664186046511629
2020-02-05,SAVE,Spirit Airlines...,888.0,amc,1.19,1.24,0.050000000000000044,0.04201680672268915,-3.69%,,,,
2020-02-05,MET,"Metlife, Inc.",32682.0,amc,1.4,1.98,0.5800000000000001,0.41428571428571437,0.66%,51.53,51.83,51.87,0.005821851348728924
2020-02-05,GSK,Glaxosmithkline...,105157.0,bmo,0.68,0.64,-0.040000000000000036,-0.05882352941176472,-4.35%,,,,
2020-02-05,TWLO,Twilio Inc.,27674.0,amc,0.01,0.04,0.03,3.0,-7.30%,127.15,120.6,117.87,-0.051513959889893934
2020-02-05,OHI,Omega Healthcar...,7066.0,amc,0.77,0.78,0.010000000000000009,0.012987012987013102,0.12%,42.5,42.61,42.55,0.002588235294117558
2020-02-05,QCOM,Qualcomm Incorp...,90984.0,amc,0.85,0.99,0.14,0.16470588235294126,-0.33%,90.91,88.06,90.61,-0.031349686503134855
2020-02-05,MRK,"Merck  Co., Inc...",203745.0,bmo,1.14,1.16,0.020000000000000018,0.01754385964912286,-2.86%,88.36,84.68,85.83,-0.041647804436396485
2020-02-05,GM,General Motors...,37036.0,bmo,-0.11,0.05,0.16,-1.4545454545454546,1.92%,34.37,34.9,35.03,0.01542042478906036
2020-02-05,BSX,Boston Scientif...,53161.0,bmo,0.44,0.46,0.020000000000000018,0.045454545454545414,-0.61%,42.88,43.05,42.62,0.003964552238805874
2020-02-05,SPOT,Spotify Technol...,32431.0,bmo,-0.48,,,,-4.74%,154.31,150.0,147.0,-0.027930788672153484
2020-02-05,IAC,Iacinteractivec...,22972.0,amc,1.18,1.08,-0.09999999999999987,-0.08474576271186429,2.48%,238.53,237.01,244.45,-0.006372364063220615
2020-02-05,MCFT,Mastercraft Boa...,280.0,bmo,0.35,0.43,0.08000000000000002,0.22857142857142865,15.38%,,,,
2020-02-05,TWO,Two Harbors Inv...,1236.0,amc,0.4,0.25,-0.15000000000000002,-0.375,-0.71%,15.53,15.02,15.42,-0.03283966516419834
2020-02-05,HUM,Humana Inc.,54290.0,bmo,2.2,2.28,0.07999999999999963,0.036363636363636154,6.43%,342.75,349.43,364.8,0.019489423778264126
2020-02-05,ZNGA,Zynga Inc.,8751.0,amc,0.06,0.04,-0.019999999999999997,-0.33333333333333326,13.15%,5.93,6.41,6.71,0.08094435075885342
2020-02-05,ANGI,Angi Homeservic...,5373.0,amc,0.01,0.0,-0.01,-1.0,-6.27%,,,,
2020-02-05,CTSH,Cognizant Techn...,28651.0,amc,1.04,1.07,0.030000000000000027,0.028846153846153966,9.93%,64.97,67.05,71.42,0.03201477605048475
2020-02-05,SU,Suncor Energy...,26111.0,amc,0.5,0.39,-0.10999999999999999,-0.21999999999999997,-3.54%,,,,
2020-02-05,IRBT,Irobot Corporat...,2056.0,amc,0.42,0.7,0.27999999999999997,0.6666666666666665,17.74%,,,,
2020-02-05,GLUU,Glu Mobile Inc....,1513.0,amc,0.08,0.1,0.020000000000000004,0.25,25.58%,,,,
2020-02-05,GPRO,"Gopro, Inc.",742.0,amc,0.79,0.7,-0.09000000000000008,-0.11392405063291144,-9.17%,,,,
2020-02-05,ORLY,Oreilly Automot...,30970.0,amc,4.26,4.25,-0.009999999999999787,-0.0023474178403755097,-5.03%,419.21,404.28,398.13,-0.035614608430142414
2020-02-04,CNC,Centene Corpora...,38367.0,bmo,0.74,0.73,-0.010000000000000009,-0.013513513513513487,-1.45%,62.88,61.82,61.97,-0.016857506361323216
2020-02-04,SIRI,Sirius Xm Holdi...,25486.0,bmo,0.06,0.05,-0.009999999999999995,-0.16666666666666663,0.56%,7.17,7.22,7.21,0.0069735006973501434
2020-02-04,VSH,Vishay Intertec...,2350.0,bmo,0.19,0.13,-0.06,-0.3157894736842105,2.12%,,,,
2020-02-04,STX,Seagate Technol...,13611.0,amc,1.31,1.35,0.040000000000000036,0.03053435114503822,-7.19%,,,,
2020-02-04,COP,Conocophillips,45235.0,bmo,0.81,0.76,-0.050000000000000044,-0.06172839506172845,-4.55%,59.18,58.93,56.49,-0.0042244001351807725
2020-02-04,BOOT,Boot Barn Holdi...,618.0,amc,0.85,0.81,-0.039999999999999925,-0.04705882352941171,-9.84%,,,,
2020-02-04,F,Ford Motor Comp...,22709.0,amc,0.17,0.12,-0.05000000000000002,-0.2941176470588236,-9.48%,9.18,8.41,8.31,-0.08387799564270149
2020-02-04,SNAP,Snap Inc.,26898.0,amc,0.0,0.03,0.03,inf,-14.70%,,,,
2020-02-04,GILD,Gilead Sciences...,97628.0,amc,1.68,1.3,-0.3799999999999999,-0.22619047619047616,-2.27%,67.4,66.22,65.87,-0.017507418397626262
2020-02-04,BP,Bp P.l.c.,78132.0,bmo,0.65,0.76,0.10999999999999999,0.1692307692307693,3.60%,,,,
2020-02-04,DIS,The Walt Disney...,211875.0,amc,1.43,1.53,0.10000000000000009,0.06993006993007,-2.32%,144.73,146.6,141.37,0.012920610792510168
2020-02-04,PRU,Prudential Fina...,24079.0,amc,2.01,2.33,0.3200000000000003,0.15920398009950265,2.26%,93.53,95.33,95.64,0.01924516198011328
2020-02-04,LITE,Lumentum Holdin...,5492.0,bmo,1.3,1.53,0.22999999999999998,0.17692307692307696,12.04%,,,,
2020-02-04,NEWR,"New Relic, Inc....",3959.0,amc,0.12,0.09,-0.03,-0.25,-11.08%,70.77,62.23,62.93,-0.12067260138476754
2020-02-04,RL,Ralph Lauren Co...,5568.0,bmo,2.45,2.86,0.4099999999999997,0.16734693877551,9.20%,113.26,124.01,123.68,0.09491435634822531
2020-02-04,CMI,Cummins Inc.,25020.0,bmo,2.42,2.56,0.14000000000000012,0.05785123966942152,-1.16%,162.89,167.0,161.0,0.0252317514887348
2020-02-04,CLX,The Clorox Comp...,25974.0,bmo,1.31,1.46,0.1499999999999999,0.11450381679389299,4.99%,155.84,158.78,163.62,0.01886550308008217
2020-02-04,EMR,Emerson Electri...,36458.0,bmo,0.67,0.67,0.0,0.0,0.88%,72.6,74.54,73.24,0.02672176308539953
2020-02-04,MCHP,Microchip Techn...,23000.0,amc,1.26,1.32,0.06000000000000005,0.04761904761904767,6.69%,101.71,107.99,108.51,0.06174417461409898
2020-02-04,KLAC,Kla Corporation...,27282.0,amc,2.55,2.66,0.11000000000000032,0.04313725490196085,-4.21%,178.8,176.06,171.28,-0.015324384787472112
2020-02-04,CMG,Chipotle Mexica...,28000.0,amc,2.74,2.86,0.11999999999999966,0.04379562043795615,-3.48%,884.82,892.0,854.01,0.008114644786510139
2020-02-04,PAA,Plains All Amer...,7062.0,amc,0.49,0.63,0.14,0.2857142857142858,0.89%,,,,
2020-02-04,RCL,Royal Caribbean...,10861.0,bmo,1.41,1.42,0.010000000000000009,0.007092198581560183,1.33%,116.45,121.97,118.0,0.0474023185916701
2020-02-04,SPG,Simon Property...,18490.0,bmo,2.95,2.96,0.009999999999999787,0.003389830508474523,3.38%,132.8,131.58,137.29,-0.009186746987951744
2020-02-04,MTCH,"Match Group, In...",25300.0,amc,0.5,0.51,0.010000000000000009,0.020000000000000018,-8.36%,82.93,80.05,76.0,-0.03472808392620297
2020-02-03,SYY,Sysco Corporati...,28000.0,bmo,0.84,0.85,0.010000000000000009,0.011904761904761862,-6.65%,82.14,81.21,76.68,-0.011322132943754615
2020-02-03,HLIT,Harmonic Inc.,521.0,amc,0.08,0.12,0.039999999999999994,0.5,-3.20%,,,,
2020-02-03,HP,Helmerich  Payn...,2162.0,amc,0.07,0.13,0.06,0.857142857142857,2.26%,40.75,42.46,41.67,0.04196319018404915
2020-02-03,CSWC,Capital Southwe...,260.0,amc,0.42,0.39,-0.02999999999999997,-0.0714285714285714,-0.95%,,,,
2020-02-03,ABG,Asbury Automoti...,1393.0,bmo,2.35,2.53,0.17999999999999972,0.07659574468085095,2.91%,,,,
2020-02-03,NGVT,Ingevity Corpor...,2170.0,amc,0.98,1.1,0.1200000000000001,0.12244897959183687,0.52%,,,,
2020-02-03,NXPI,Nxp Semiconduct...,26812.0,amc,2.02,2.41,0.3900000000000001,0.19306930693069302,3.83%,,,,
2020-02-03,ON,On Semiconducto...,6761.0,bmo,0.33,0.3,-0.030000000000000027,-0.09090909090909094,-14.02%,23.15,21.45,19.905,-0.07343412526997839
2020-02-03,GOOG,Alphabet Inc.,975408.0,amc,12.76,15.35,2.59,0.20297805642633238,-2.62%,1485.94,1457.07,1447.07,-0.019428779089330717
2020-02-03,GOOGL,Alphabet Inc.,978548.0,amc,12.76,15.35,2.59,0.20297805642633238,-2.51%,1482.6,1454.49,1445.41,-0.01895993524888706
2020-02-03,LEG,"Leggett  Platt,...",4046.0,amc,0.66,0.68,0.020000000000000018,0.030303030303030276,1.21%,46.96,48.0,47.53,0.022146507666098714
2020-02-03,FN,Fabrinet,2348.0,amc,0.93,1.0,0.06999999999999995,0.07526881720430101,6.28%,,,,
2020-02-03,CTLT,"Catalent, Inc.",12040.0,bmo,0.45,0.45,0.0,0.0,0.90%,61.1,67.24,61.65,0.10049099836333864
2020-02-03,CHKP,Check Point Sof...,15953.0,bmo,1.99,2.02,0.030000000000000027,0.015075376884422065,-0.64%,,,,
2020-02-03,BECN,Beacon Roofing...,1695.0,amc,0.43,0.32,-0.10999999999999999,-0.2558139534883721,1.74%,,,,
2020-02-03,CBT,Cabot Corporati...,2017.0,amc,0.76,0.69,-0.07000000000000006,-0.0921052631578948,5.03%,40.13,42.07,42.15,0.04834288562172939
2020-02-03,AMG,Affiliated Mana...,3147.0,bmo,4.03,4.52,0.4899999999999993,0.12158808933002474,0.50%,79.85,82.47,80.25,0.0328115216030056
2020-02-03,HIG,The Hartford Fi...,13711.0,amc,1.34,1.43,0.08999999999999986,0.06716417910447747,-4.02%,60.14,59.39,57.72,-0.012470901230462239
2020-02-03,HXL,Hexcel Corporat...,3022.0,amc,0.85,0.86,0.010000000000000009,0.0117647058823529,1.17%,73.8,75.83,74.66,0.027506775067750677
2020-02-03,RGS,Regis Corporati...,374.0,bmo,-0.08,0.13,0.21000000000000002,-2.625,-0.77%,,,,
2020-02-03,LBRDK,Liberty Broadba...,24855.0,amc,0.77,0.5,-0.27,-0.35064935064935066,-0.16%,136.48,135.27,136.26,-0.008865767878077246
2020-02-03,IX,Orix Corp Ads,16831.0,bmo,3.19,3.07,-0.1200000000000001,-0.037617554858934255,1.46%,,,,
2020-02-03,ARE,Alexandria Real...,19399.0,amc,1.78,1.77,-0.010000000000000009,-0.005617977528089901,1.81%,164.81,165.4,167.79,0.0035798798616588634
2020-01-31,CL,Colgatepalmoliv...,61953.0,bmo,0.73,0.73,0.0,0.0,6.20%,69.47,73.64,73.78,0.060025910464948984
2020-01-31,LYB,Lyondellbasell...,21277.0,bmo,2.26,1.91,-0.34999999999999987,-0.15486725663716805,-6.70%,83.45,80.22,77.86,-0.03870581186339128
2020-01-31,ITW,Illinois Tool W...,54486.0,bmo,1.85,1.88,0.029999999999999805,0.01621621621621605,-1.64%,177.9,177.9,174.98,0.0
2020-01-31,CHD,Church  Dwight...,18459.0,bmo,0.55,0.55,0.0,0.0,1.98%,72.78,74.54,74.22,0.024182467710909705
2020-01-31,WY,Weyerhaeuser Co...,15066.0,bmo,0.07,0.03,-0.04000000000000001,-0.5714285714285715,-3.72%,30.07,29.17,28.95,-0.02993016295310935
2020-01-31,KKR,Kkr  Co. Inc.,15502.0,bmo,0.41,0.44,0.030000000000000027,0.07317073170731714,4.97%,,,,
2020-01-31,PSX,Phillips 66,34174.0,bmo,1.53,1.54,0.010000000000000009,0.006535947712418277,-5.23%,96.41,94.9,91.37,-0.01566227569754164
2020-01-31,HON,Honeywell Inter...,102365.0,bmo,2.04,2.06,0.020000000000000018,0.009803921568627416,-2.87%,178.34,177.91,173.22,-0.0024111248177638434
2020-01-31,CVX,Chevron Corpora...,171202.0,bmo,1.47,1.49,0.020000000000000018,0.013605442176870763,-3.82%,111.4,109.81,107.14,-0.014272890484739675
2020-01-31,CAT,Caterpillar Inc...,65019.0,bmo,2.37,2.63,0.2599999999999998,0.10970464135021096,-2.97%,135.37,133.82,131.35,-0.0114500997266751
2020-01-31,XOM,Exxon Mobil Cor...,192257.0,bmo,0.44,0.41,-0.030000000000000027,-0.06818181818181823,-4.12%,64.79,63.2,62.12,-0.024540824201265687
2020-01-31,PSXP,Phillips 66 Par...,10202.0,bmo,0.99,1.06,0.07000000000000006,0.07070707070707072,-0.80%,,,,
2020-01-31,CHTR,Charter Communi...,127402.0,bmo,2.5,3.37,0.8700000000000001,0.3480000000000001,4.97%,492.98,504.76,517.46,0.02389549271775726
2020-01-31,IDXX,Idexx Laborator...,26234.0,bmo,0.91,1.04,0.13,0.1428571428571428,-4.48%,283.73,280.14,271.01,-0.012652874211398268
2020-01-31,AON,Aon Plc,45512.0,bmo,2.49,2.53,0.03999999999999959,0.016064257028112205,0.28%,219.63,223.76,220.25,0.018804352775121824
2020-01-31,PIPR,Piper Jaffray C...,1071.0,bmo,1.8,2.89,1.09,0.6055555555555556,-3.24%,,,,
2020-01-31,MAN,Manpowergroup I...,4014.0,bmo,2.04,2.15,0.10999999999999988,0.05392156862745101,-2.60%,93.93,97.48,91.49,0.03779410199084432
2020-01-31,IMO,Imperial Oil Li...,11466.0,bmo,0.27,0.27,0.0,0.0,-3.03%,,,,
2020-01-31,BAH,Booz Allen Hami...,11002.0,bmo,0.76,0.8,0.040000000000000036,0.05263157894736836,-0.90%,78.75,78.85,78.04,0.0012698412698410877
2020-01-31,BERY,Berry Global Gr...,5951.0,bmo,0.54,0.56,0.020000000000000018,0.03703703703703698,-7.83%,46.13,45.59,42.52,-0.011706048124864532
2020-01-31,GNTX,Gentex Corporat...,6474.0,bmo,0.38,0.39,0.010000000000000009,0.026315789473684292,-3.81%,30.95,30.37,29.77,-0.018739903069466823
2020-01-31,ADNT,Adient Plc,1597.0,bmo,0.31,0.96,0.6499999999999999,2.096774193548387,33.07%,,,,
2020-01-31,BR,Broadridge Fina...,13904.0,bmo,0.76,0.53,-0.22999999999999998,-0.30263157894736836,-7.96%,129.46,120.49,119.15,-0.06928781090684388
2020-01-31,JCI,Johnson Control...,23365.0,bmo,0.38,0.4,0.020000000000000018,0.05263157894736836,-2.62%,40.51,41.25,39.45,0.018267094544556883
2020-01-30,WDC,Western Digital...,13298.0,amc,0.56,0.62,0.05999999999999994,0.10714285714285698,-2.18%,66.96,69.1635,65.5,0.03290770609318994
2020-01-30,LLY,Eli Lilly And C...,146289.0,bmo,1.52,1.73,0.20999999999999996,0.13815789473684204,1.97%,139.92,138.18,142.67,-0.012435677530017064
2020-01-30,WRK,Westrock Compan...,7275.0,bmo,0.57,0.58,0.010000000000000009,0.01754385964912286,-1.45%,40.61,40.4,40.02,-0.0051711401132725765
2020-01-30,AMGN,Amgen Inc.,135120.0,amc,3.44,3.64,0.20000000000000018,0.058139534883721034,-4.47%,226.15,218.7635,216.05,-0.032661950033163856
2020-01-30,BX,Blackstone Grou...,38049.0,bmo,0.68,0.72,0.039999999999999925,0.0588235294117645,-2.46%,,,,
2020-01-30,KO,Cocacola Compan...,200486.0,bmo,0.43,0.44,0.010000000000000009,0.023255813953488413,3.25%,57.01,57.93,58.86,0.01613751973338018
2020-01-30,VLO,Valero Energy C...,27169.0,bmo,1.6,2.13,0.5299999999999998,0.3312499999999998,2.00%,86.46,85.94,88.19,-0.0060143418922044
2020-01-30,EPD,Enterprise Prod...,41749.0,bmo,0.54,0.54,0.0,0.0,-2.75%,,,,
2020-01-30,MO,"Altria Group, I...",72569.0,bmo,1.01,1.02,0.010000000000000009,0.00990099009900991,-4.21%,50.11,49.07,48.0,-0.02075434045100777
2020-01-30,V,Visa Inc.,379448.0,amc,1.46,1.46,0.0,0.0,-4.44%,208.21,201.49,198.97,-0.03227510686326307
2020-01-30,VZ,Verizon Communi...,237438.0,bmo,1.15,1.13,-0.020000000000000018,-0.017391304347826098,-0.29%,59.53,58.7,59.36,-0.013942549974802598
2020-01-30,AMZN,"Amazon.com, Inc...",1218196.0,amc,3.98,6.47,2.4899999999999998,0.6256281407035176,7.38%,1870.68,2051.47,2008.72,0.09664400111189497
2020-01-30,ARCB,Arcbest Corpora...,566.0,amc,0.45,0.56,0.11000000000000004,0.24444444444444446,-12.95%,,,,
2020-01-30,DECK,Deckers Outdoor...,5109.0,amc,6.5,7.14,0.6399999999999997,0.09846153846153838,7.63%,,,,
2020-01-30,RDS.A,Royal Dutch She...,129045.0,bmo,0.8,0.74,-0.06000000000000005,-0.07500000000000007,-3.39%,,,,
2020-01-30,ALXN,Alexion Pharmac...,26477.0,bmo,2.62,2.71,0.08999999999999986,0.03435114503816794,-6.21%,106.94,106.0,100.3,-0.008789975687301221
2020-01-30,MMP,Magellan Midstr...,10204.0,bmo,1.18,1.31,0.13000000000000012,0.11016949152542388,-3.34%,,,,
2020-01-30,VRTX,Vertex Pharmace...,74661.0,amc,1.21,1.7,0.49,0.4049586776859504,-1.42%,230.31,238.65,227.05,0.03621206200338678
2020-01-30,TMO,Thermo Fisher S...,137913.0,bmo,3.54,3.55,0.009999999999999787,0.0028248587570620654,-4.20%,333.89,322.0,319.86,-0.03561053041420825
2020-01-30,BIIB,Biogen Inc.,50113.0,bmo,8.01,8.34,0.33000000000000007,0.04119850187265928,-1.77%,282.52,288.12,277.53,0.019821605550049526
2020-01-30,NOC,Northrop Grumma...,55879.0,bmo,4.78,5.61,0.8300000000000001,0.17364016736401666,0.58%,382.65,373.1,384.87,-0.024957532993597153
2020-01-30,IP,International P...,13383.0,bmo,1.02,1.09,0.07000000000000006,0.06862745098039214,-2.72%,43.37,42.74,42.19,-0.014526170163707497
2020-01-30,X,United States S...,1370.0,amc,-1.14,-0.64,0.4999999999999999,-0.4385964912280701,-3.51%,9.4,9.5465,9.07,0.015585106382978609
2020-01-30,EA,Electronic Arts...,35595.0,amc,2.52,2.79,0.27,0.1071428571428572,-3.33%,111.64,110.75,107.92,-0.007972053027588633
2020-01-30,UPS,United Parcel S...,85967.0,bmo,2.1,2.11,0.009999999999999787,0.004761904761904745,-6.70%,115.76,112.26,108.0,-0.03023496890117483
2020-01-29,ADM,Archer Daniels...,21837.0,amc,0.79,1.42,0.6299999999999999,0.7974683544303796,4.85%,43.68,45.62,45.8,0.044413919413919256
2020-01-29,FB,"Facebook, Inc.",641304.0,amc,2.52,2.56,0.040000000000000036,0.015873015873015817,-6.14%,223.23,206.53,209.53,-0.07481073332437393
2020-01-29,T,Att Inc.,221671.0,bmo,0.88,0.89,0.010000000000000009,0.011363636363636465,-3.97%,38.58,38.5,37.05,-0.0020736132711248745
2020-01-29,GE,General Electri...,57468.0,bmo,0.18,0.21,0.03,0.16666666666666674,10.32%,11.73,12.57,12.94,0.07161125319693085
2020-01-29,BA,The Boeing Comp...,82307.0,bmo,1.73,-2.33,-4.0600000000000005,-2.346820809248555,1.72%,316.56,324.35,322.02,0.02460828910791002
2020-01-29,TSLA,"Tesla, Inc.",154785.0,amc,1.62,2.14,0.52,0.32098765432098775,10.30%,580.99,632.42,640.81,0.08852131706225563
2020-01-29,MA,Mastercard Inco...,302015.0,bmo,1.87,1.96,0.08999999999999986,0.048128342245989275,0.02%,320.27,323.0,320.32,0.00852405782620913
2020-01-29,PYPL,Paypal Holdings...,181979.0,amc,0.83,0.86,0.030000000000000027,0.03614457831325302,0.39%,116.66,112.79,117.12,-0.03317332418995367
2020-01-29,LRCX,Lam Research Co...,39727.0,amc,3.81,4.01,0.19999999999999973,0.052493438320209806,4.27%,298.22,318.4,310.95,0.06766816444235779
2020-01-29,MCD,Mcdonalds Corpo...,138539.0,bmo,1.96,1.97,0.010000000000000009,0.005102040816326481,1.92%,210.39,211.69,214.44,0.006179000903084875
2020-01-29,ILMN,"Illumina, Inc.",53368.0,amc,1.59,1.7,0.10999999999999988,0.0691823899371069,-5.52%,313.3,297.5,296.0,-0.05043089690392599
2020-01-29,ALGN,Align Technolog...,19346.0,amc,1.39,1.53,0.14000000000000012,0.1007194244604317,0.49%,261.6,248.74,262.89,-0.0491590214067279
2020-01-29,MSFT,Microsoft Corpo...,1389666.0,amc,1.32,1.51,0.18999999999999995,0.1439393939393938,2.82%,168.04,174.05,172.78,0.03576529397762451
2020-01-29,URI,"United Rentals,...",10007.0,amc,5.32,5.6,0.27999999999999936,0.05263157894736836,-7.01%,152.26,150.05,141.58,-0.014514646000262532
2020-01-29,GD,General Dynamic...,42120.0,bmo,3.46,3.51,0.04999999999999982,0.014450867052023142,-0.09%,183.63,183.92,183.47,0.0015792626477155736
2020-01-29,MPLX,Mplx Lp,20103.0,bmo,0.61,0.55,-0.05999999999999994,-0.0983606557377048,-2.20%,,,,
2020-01-29,LVS,Las Vegas Sands...,36613.0,amc,0.79,0.88,0.08999999999999997,0.11392405063291133,2.32%,64.7,63.57,66.2,-0.01746522411128293
2020-01-29,ENVA,Enova Internati...,425.0,amc,1.03,0.92,-0.10999999999999999,-0.10679611650485432,5.76%,,,,
2020-01-29,NVS,Novartis Ag,200372.0,bmo,1.32,1.31,-0.010000000000000009,-0.007575757575757569,0.21%,,,,
2020-01-29,MPC,Marathon Petrol...,22850.0,bmo,0.85,1.56,0.7100000000000001,0.835294117647059,1.25%,52.93,54.6,53.59,0.03155110523332705
2020-01-29,MEOH,Methanex Corpor...,1228.0,amc,0.26,0.13,-0.13,-0.5,-4.67%,,,,
2020-01-29,AGNC,Agnc Investment...,7238.0,amc,0.53,0.57,0.039999999999999925,0.07547169811320731,-1.39%,18.74,18.68,18.48,-0.0032017075773744796
2020-01-29,NOW,"Servicenow, Inc...",73978.0,amc,0.88,0.96,0.07999999999999996,0.09090909090909083,9.17%,312.93,333.73,341.62,0.06646853928993712
2020-01-29,PGR,The Progressive...,45466.0,bmo,1.14,1.81,0.6700000000000002,0.5877192982456143,5.70%,76.45,80.2,80.81,0.049051667756703665
2020-01-29,ANTM,"Anthem, Inc.",74150.0,bmo,3.9,3.88,-0.020000000000000018,-0.00512820512820511,-6.00%,290.32,279.5,272.91,-0.037269220170845996
2020-01-28,HCA,"Hca Healthcare,...",36091.0,bmo,3.06,3.09,0.029999999999999805,0.009803921568627416,2.75%,141.6,147.5,145.5,0.04166666666666674
2020-01-28,ALK,Alaska Air Grou...,4191.0,amc,1.41,1.46,0.050000000000000044,0.03546099290780136,2.06%,65.54,65.75,66.89,0.0032041501373205605
2020-01-28,NUE,Nucor Corporati...,12726.0,bmo,0.34,0.52,0.18,0.5294117647058822,0.59%,49.18,52.68,49.47,0.07116714111427402
2020-01-28,EBAY,Ebay Inc.,32000.0,amc,0.75,0.81,0.06000000000000005,0.08000000000000007,-4.50%,36.21,35.055,34.58,-0.03189726594863296
2020-01-28,MKC,Mccormick  Comp...,23279.0,bmo,1.63,1.61,-0.019999999999999796,-0.012269938650306678,-3.85%,172.71,164.3,166.06,-0.04869434311852239
2020-01-28,XLNX,"Xilinx, Inc.",22422.0,amc,0.64,0.68,0.040000000000000036,0.0625,-10.70%,98.61,91.5,88.06,-0.07210222087009432
2020-01-28,SBUX,Starbucks Corpo...,91116.0,amc,0.76,0.79,0.030000000000000027,0.03947368421052633,-2.12%,88.6,88.15,86.72,-0.005079006772008898
2020-01-28,MMM,3m Company,89984.0,bmo,2.1,1.95,-0.15000000000000013,-0.07142857142857151,-5.72%,175.63,171.9,165.58,-0.02123782952798492
2020-01-28,LMT,Lockheed Martin...,108932.0,bmo,4.99,5.29,0.2999999999999998,0.060120240480961984,1.11%,432.38,434.77,437.17,0.005527545214857321
2020-01-28,PFE,Pfizer Inc.,212139.0,bmo,0.57,0.55,-0.019999999999999907,-0.0350877192982455,-5.03%,40.16,39.32,38.14,-0.020916334661354452
2020-01-28,AMD,Advanced Micro...,63010.0,amc,0.3,0.32,0.020000000000000018,0.06666666666666665,-5.98%,50.53,47.84,47.51,-0.053235701563427607
2020-01-28,PCAR,Paccar Inc.,25535.0,bmo,1.5,1.53,0.030000000000000027,0.020000000000000018,2.14%,75.165,76.34,76.77,0.01563227566021408
2020-01-28,AAPL,Apple Inc.,1378059.0,amc,4.54,4.99,0.4500000000000002,0.09911894273127753,2.09%,317.69,324.45,324.34,0.021278604929333644
2020-01-28,AOS,A. O. Smith Cor...,7654.0,bmo,0.6,0.56,-0.039999999999999925,-0.06666666666666654,3.83%,43.81,44.74,45.49,0.021228030130107323
2020-01-28,XRX,Xerox Corporati...,3381.0,bmo,1.07,1.33,0.26,0.2429906542056075,4.94%,35.05,37.0,36.78,0.05563480741797444
