startdatetime,ticker,companyshortname,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,gmtOffsetMilliSeconds,quoteType
2020-05-07,CUE,"Cue Biopharma, Inc.",2020-05-07T04:00:00.000Z,TNS,-0.35,-0.48,-37.14,0,EQUITY
2020-05-07,KBAGF,Koninklijke BAM Groep nv,2020-05-07T04:00:00.000Z,TNS,,,,0,EQUITY
2020-05-07,TBIO,"Translate Bio, Inc.",2020-05-07T04:00:00.000Z,TNS,-0.46,-0.24,47.6,0,EQUITY
2020-05-07,PBYI,"Puma Biotechnology, Inc.",2020-05-07T04:00:00.000Z,TNS,-0.77,-0.43,44.3,0,EQUITY
2020-05-07,SLRK,Solera National Bancorp Inc,2020-05-07T16:30:00.000Z,BMO,,,,0,EQUITY
2020-05-07,BNMDF,Banca Mediolanum S.p.A.,2020-05-07T04:00:00.000Z,TNS,0.09,0.1,6.52,0,EQUITY
2020-05-07,KTB,"Kontoor Brands, Inc.",2020-05-07T04:00:00.000Z,TNS,0.25,0.27,8.43,0,EQUITY
2020-05-07,CTIC,CTI BioPharma Corp.,2020-05-07T04:00:00.000Z,TNS,-0.13,-0.2,-53.85,0,EQUITY
2020-05-07,TWST,Twist Bioscience Corporation,2020-05-07T04:00:00.000Z,TNS,-0.75,-0.85,-12.58,0,EQUITY
2020-05-07,BDSI,"BioDelivery Sciences International, Inc.",2020-05-07T04:00:00.000Z,TNS,0.02,0.05,212.5,0,EQUITY
2020-05-07,BCLI,Brainstorm Cell Therapeutics Inc.,2020-05-07T04:00:00.000Z,TNS,-0.22,-0.32,-42.22,0,EQUITY
2020-05-07,BECN,"Beacon Roofing Supply, Inc.",2020-05-07T04:00:00.000Z,TNS,-0.21,-0.2,5.66,0,EQUITY
2020-05-07,BJRI,"BJ's Restaurants, Inc.",2020-05-07T04:00:00.000Z,TNS,-0.14,-0.22,-57.14,0,EQUITY
2020-05-07,BLCM,"Bellicum Pharmaceuticals, Inc.",2020-05-07T04:00:00.000Z,TNS,-2.73,1.09,139.93,0,EQUITY
2020-05-07,BTGOF,BT Group plc,2020-05-07T04:00:00.000Z,TNS,6.23,,,0,EQUITY
2020-05-07,CALA,"Calithera Biosciences, Inc.",2020-05-07T04:00:00.000Z,TNS,-0.36,-0.38,-5.85,0,EQUITY
2020-05-07,SBPH,"Spring Bank Pharmaceuticals, Inc.",2020-05-07T04:00:00.000Z,TNS,-0.2,-0.49,-145.0,0,EQUITY
2020-05-07,BHC,Bausch Health Companies Inc.,2020-05-07T04:00:00.000Z,TNS,0.88,0.88,-0.45,0,EQUITY
2020-05-07,NGVC,"Natural Grocers by Vitamin Cottage, Inc.",2020-05-07T04:00:00.000Z,TNS,,0.43,,0,EQUITY
2020-05-07,MITO,Stealth BioTherapeutics Corp,2020-05-07T04:00:00.000Z,TNS,-0.09,-0.04,54.55,0,EQUITY
2020-05-07,CLDB,Cortland Bancorp,2020-05-07T14:59:00.000Z,TNS,,,,0,EQUITY
2020-05-07,BADFF,Badger Daylighting Ltd.,2020-05-07T04:00:00.000Z,TNS,0.18,0.15,-16.67,0,EQUITY
2020-05-07,BV,Brightview Holdings Inc,2020-05-07T10:30:00.000Z,TAS,,,,0,EQUITY
2020-05-07,BGSF,"BG Staffing, Inc.",2020-05-07T04:00:00.000Z,TNS,0.19,0.14,-26.32,0,EQUITY
2020-05-07,BKNG,Booking Holdings Inc.,2020-05-07T04:00:00.000Z,TNS,5.64,3.77,-33.1,0,EQUITY
2020-05-07,BLL,Ball Corporation,2020-05-07T04:00:00.000Z,TNS,0.6,0.61,2.35,0,EQUITY
2020-05-07,SELB,"Selecta Biosciences, Inc.",2020-05-07T04:00:00.000Z,TNS,-0.28,-0.21,25.0,0,EQUITY
2020-05-07,EIGR,"Eiger BioPharmaceuticals, Inc.",2020-05-07T04:00:00.000Z,TNS,-0.8,-0.62,22.79,0,EQUITY
2020-05-07,MDIBF,Mediobanca Banca di Credito Finanziario S.p.A.,2020-05-07T04:00:00.000Z,TNS,,,,0,EQUITY
2020-05-07,UBX,"Unity Biotechnology, Inc.",2020-05-07T04:00:00.000Z,TNS,-0.51,-0.54,-6.51,0,EQUITY
2020-05-07,PCRX,"Pacira BioSciences, Inc.",2020-05-07T04:00:00.000Z,TNS,0.3,0.53,77.85,0,EQUITY
2020-05-07,EGLE,Eagle Bulk Shipping Inc.,2020-05-07T04:00:00.000Z,TNS,-0.11,-0.05,55.36,0,EQUITY
2020-05-07,BCC,Boise Cascade Company,2020-05-07T04:00:00.000Z,TNS,0.46,0.31,-31.87,0,EQUITY
2020-05-07,NEWT,Newtek Business Services Corp.,2020-05-07T04:00:00.000Z,TNS,0.52,0.21,-59.62,0,EQUITY
2020-05-07,CHRS,"Coherus BioSciences, Inc.",2020-05-07T04:00:00.000Z,TNS,0.56,0.48,-13.67,0,EQUITY
2020-05-07,KBRLF,K-Bro Linen Inc.,2020-05-07T04:00:00.000Z,TNS,,-0.32,,0,EQUITY
2020-05-08,LBRDK,Liberty Broadband Corp,2020-05-08T00:00:00.000Z,AMC,0.56,-0.04,-107.14,0,EQUITY
2020-05-07,IBOC,International Bancshares Corporation,2020-05-07T04:00:00.000Z,TNS,,,,0,EQUITY
2020-05-07,BHVN,Biohaven Pharmaceutical Holding Company Ltd.,2020-05-07T04:00:00.000Z,TNS,-2.34,-3.07,-31.42,0,EQUITY
2020-05-07,FARM,Farmer Bros. Co.,2020-05-07T04:00:00.000Z,TNS,-0.25,-2.32,-809.8,0,EQUITY
2020-05-07,BIOL,"BIOLASE, Inc.",2020-05-07T04:00:00.000Z,TNS,-0.17,-0.19,-13.77,0,EQUITY
2020-05-07,KIN,"Kindred Biosciences, Inc.",2020-05-07T04:00:00.000Z,TNS,-0.43,-0.58,-35.2,0,EQUITY
2020-05-07,MNST,Monster Beverage Corporation,2020-05-07T04:00:00.000Z,TNS,0.48,0.52,8.33,0,EQUITY
2020-05-07,BCH,Banco de Chile,2020-05-07T04:00:00.000Z,TNS,0.36,0.34,-4.79,0,EQUITY
2020-05-07,BCYC,Bicycle Therapeutics plc,2020-05-07T04:00:00.000Z,TNS,0.11,-0.63,-672.73,0,EQUITY
2020-05-07,BCUCF,Brunello Cucinelli S.p.A.,2020-05-07T04:00:00.000Z,TNS,,,,0,EQUITY
2020-05-07,PDLI,"PDL BioPharma, Inc.",2020-05-07T04:00:00.000Z,TNS,0.05,-0.26,-590.57,0,EQUITY
2020-05-07,PRVB,"Provention Bio, Inc.",2020-05-07T04:00:00.000Z,TNS,-0.25,-0.26,-2.77,0,EQUITY
2020-05-07,BGG,Briggs & Stratton Corporation,2020-05-07T04:00:00.000Z,TNS,-0.06,-0.26,-300.0,0,EQUITY
2020-05-07,CLRB,"Cellectar Biosciences, Inc.",2020-05-07T04:00:00.000Z,TNS,-0.35,-0.42,-21.04,0,EQUITY
2020-05-07,IGMS,"IGM Biosciences, Inc.",2020-05-07T04:00:00.000Z,TNS,-0.55,-0.58,-5.45,0,EQUITY
2020-05-07,BFMOF,Befimmo SA,2020-05-07T04:00:00.000Z,TNS,,,,0,EQUITY
2020-05-07,OVCHF,Oversea-Chinese Banking Corporation Limited,2020-05-07T04:00:00.000Z,TNS,0.21,0.16,-27.57,0,EQUITY
2020-05-07,BILL,"Bill.com Holdings, Inc.",2020-05-07T04:00:00.000Z,TNS,-0.1,-0.04,60.4,0,EQUITY
2020-05-07,CLBS,"Caladrius Biosciences, Inc.",2020-05-07T04:00:00.000Z,TNS,-0.29,-0.38,-31.03,0,EQUITY
2020-05-07,BMDPF,Banca Monte dei Paschi di Siena S.p.A.,2020-05-07T04:00:00.000Z,TNS,,,,0,EQUITY
2020-05-07,BSIG,BrightSphere Investment Group Inc.,2020-05-07T04:00:00.000Z,TNS,0.36,0.4,10.5,0,EQUITY
2020-05-07,MBUU,"Malibu Boats, Inc.",2020-05-07T04:00:00.000Z,TNS,0.98,1.13,15.07,0,EQUITY
2020-05-07,RBYCF,Rubicon Minerals Corporation,2020-05-07T04:00:00.000Z,TNS,-0.02,-0.05,-150.0,0,EQUITY
2020-05-07,CDZI,Cadiz Inc.,2020-05-07T04:00:00.000Z,TNS,,,,0,EQUITY
2020-05-07,GKOS,Glaukos Corporation,2020-05-07T04:00:00.000Z,TNS,-0.39,-0.44,-12.53,0,EQUITY
2020-05-07,OGE,OGE Energy Corp.,2020-05-07T04:00:00.000Z,TNS,0.2,0.23,15.58,0,EQUITY
2020-05-07,PCTY,Paylocity Holding Corporation,2020-05-07T04:00:00.000Z,TNS,0.7,0.83,18.91,0,EQUITY
2020-05-07,PZG,Paramount Gold Nevada Corp.,2020-05-07T04:00:00.000Z,TNS,-0.05,-0.05,0.0,0,EQUITY
2020-05-07,RCDTF,Recordati Industria Chimica e Farmaceutica S.p.A.,2020-05-07T04:00:00.000Z,TNS,0.45,0.53,18.22,0,EQUITY
2020-05-07,JCAP,"Jernigan Capital, Inc.",2020-05-07T04:00:00.000Z,TNS,-1.71,-2.53,-48.21,0,EQUITY
2020-05-07,FLMN,Falcon Minerals Corporation,2020-05-07T04:00:00.000Z,TNS,0.06,0.05,-15.25,0,EQUITY
2020-05-07,ERIE,Erie Indemnity Company,2020-05-07T04:00:00.000Z,TNS,1.52,1.13,-25.41,0,EQUITY
2020-05-07,REG,Regency Centers Corporation,2020-05-07T04:00:00.000Z,TNS,0.36,-0.15,-142.13,0,EQUITY
2020-05-07,QDEL,Quidel Corporation,2020-05-07T04:00:00.000Z,TNS,0.95,1.22,28.02,0,EQUITY
2020-05-07,NWPX,Northwest Pipe Company,2020-05-07T04:00:00.000Z,TNS,0.28,0.33,18.71,0,EQUITY
2020-05-07,CBRE,"CBRE Group, Inc.",2020-05-07T04:00:00.000Z,TNS,0.72,0.75,4.31,0,EQUITY
2020-05-07,CARG,"CarGurus, Inc.",2020-05-07T04:00:00.000Z,TNS,0.07,0.19,156.76,0,EQUITY
2020-05-07,CIO,"City Office REIT, Inc.",2020-05-07T04:00:00.000Z,TNS,-0.02,-0.02,13.04,0,EQUITY
2020-05-07,CPT,Camden Property Trust,2020-05-07T04:00:00.000Z,TNS,0.46,0.43,-5.91,0,EQUITY
2020-05-07,CRLFF,Cardinal Energy Ltd.,2020-05-07T04:00:00.000Z,TNS,-0.01,-3.98,-26433.33,0,EQUITY
2020-05-07,CTB,Cooper Tire & Rubber Company,2020-05-07T04:00:00.000Z,TNS,-0.13,-0.23,-82.54,0,EQUITY
2020-05-07,CTRE,"CareTrust REIT, Inc.",2020-05-07T04:00:00.000Z,TNS,0.22,0.2,-7.83,0,EQUITY
2020-05-07,CTSH,Cognizant Technology Solutions Corporation,2020-05-07T04:00:00.000Z,TNS,0.92,0.96,3.9,0,EQUITY
2020-05-07,CVEO,Civeo Corporation,2020-05-07T04:00:00.000Z,TNS,-0.07,-0.01,85.71,0,EQUITY
2020-05-07,EQT,EQT Corporation,2020-05-07T04:00:00.000Z,TNS,0.0,0.14,,0,EQUITY
2020-05-07,FLS,Flowserve Corporation,2020-05-07T04:00:00.000Z,TNS,0.41,0.21,-48.15,0,EQUITY
2020-05-07,HMCBF,Home Capital Group Inc.,2020-05-07T04:00:00.000Z,TNS,0.7,0.56,-20.0,0,EQUITY
2020-05-07,IPHI,Inphi Corporation,2020-05-07T04:00:00.000Z,TNS,0.56,0.62,11.11,0,EQUITY
2020-05-07,ITCI,"Intra-Cellular Therapies, Inc.",2020-05-07T04:00:00.000Z,TNS,-0.93,-0.73,21.25,0,EQUITY
2020-05-07,HL,Hecla Mining Company,2020-05-07T04:00:00.000Z,TNS,-0.02,-0.03,-66.67,0,EQUITY
2020-05-07,KMPR,Kemper Corporation,2020-05-07T04:00:00.000Z,TNS,2.34,2.43,3.84,0,EQUITY
2020-05-07,LNC,Lincoln National Corporation,2020-05-07T04:00:00.000Z,TNS,2.21,2.24,1.4,0,EQUITY
2020-05-07,MIDD,The Middleby Corporation,2020-05-07T04:00:00.000Z,TNS,1.36,1.46,7.59,0,EQUITY
2020-05-07,MTG,MGIC Investment Corporation,2020-05-07T04:00:00.000Z,TNS,0.41,0.42,2.44,0,EQUITY
2020-05-07,NUAN,"Nuance Communications, Inc.",2020-05-07T04:00:00.000Z,TNS,0.17,0.21,24.26,0,EQUITY
2020-05-07,OCSI,Oaktree Strategic Income Corporation,2020-05-07T04:00:00.000Z,TNS,0.17,0.15,-9.09,0,EQUITY
2020-05-07,SP,SP Plus Corporation,2020-05-07T04:00:00.000Z,TNS,0.54,0.64,19.63,0,EQUITY
2020-05-07,TPIC,"TPI Composites, Inc.",2020-05-07T04:00:00.000Z,TNS,-0.32,-0.01,96.86,0,EQUITY
2020-05-07,UTX,Raytheon Technologies Corporation,2020-05-07T04:00:00.000Z,TNS,1.23,1.78,45.31,0,EQUITY
2020-05-07,CRL,"Charles River Laboratories International, Inc.",2020-05-07T04:00:00.000Z,TNS,1.48,1.84,24.16,0,EQUITY
2020-05-07,HWCC,Houston Wire & Cable Co,2020-05-07T23:24:50.000Z,TAS,,,,0,EQUITY
2020-05-07,CCHWF,Columbia Care Inc.,2020-05-07T04:00:00.000Z,TNS,-0.1,-0.09,7.22,0,EQUITY
2020-05-07,HMHC,Houghton Mifflin Harcourt Company,2020-05-07T04:00:00.000Z,TNS,-0.79,-2.77,-248.43,0,EQUITY
2020-05-07,CHYCF,Chiyoda Corporation,2020-05-07T04:00:00.000Z,TNS,37.1,-20.14,-154.29,0,EQUITY
2020-05-07,SPWR,SunPower Corporation,2020-05-07T04:00:00.000Z,TNS,-0.19,-0.1,46.52,0,EQUITY
2020-05-07,ENG,ENGlobal Corp,2020-05-07T14:59:00.000Z,TNS,,,,0,EQUITY
2020-05-07,OLED,Universal Display Corporation,2020-05-07T04:00:00.000Z,TNS,0.64,0.8,24.42,0,EQUITY
2020-05-07,MTW,"The Manitowoc Company, Inc.",2020-05-07T04:00:00.000Z,TNS,-0.04,-0.18,-373.68,0,EQUITY
2020-05-07,MXTOF,Metso Corporation,2020-05-07T04:00:00.000Z,TNS,0.43,0.47,10.33,0,EQUITY
2020-05-07,CORE,"Core-Mark Holding Company, Inc.",2020-05-07T04:00:00.000Z,TNS,0.15,0.22,43.79,0,EQUITY
2020-05-07,CUBE,CubeSmart,2020-05-07T04:00:00.000Z,TNS,0.19,0.2,5.26,0,EQUITY
2020-05-07,ETRXF,Etrion Corporation,2020-05-07T04:00:00.000Z,TNS,,-0.01,,0,EQUITY
2020-05-07,CNDT,Conduent Incorporated,2020-05-07T04:00:00.000Z,TNS,0.07,0.05,-30.56,0,EQUITY
2020-05-07,GCI,"Gannett Co., Inc.",2020-05-07T04:00:00.000Z,TNS,-0.29,-0.39,-33.11,0,EQUITY
2020-05-07,ICD,"Independence Contract Drilling, Inc.",2020-05-07T04:00:00.000Z,TNS,-2.88,-2.82,2.22,0,EQUITY
2020-05-07,IART,Integra LifeSciences Holdings Corporation,2020-05-07T04:00:00.000Z,TNS,0.63,0.48,-24.17,0,EQUITY
2020-05-07,IFSPF,Interfor Corporation,2020-05-07T04:00:00.000Z,TNS,-0.12,0.01,108.2,0,EQUITY
2020-05-07,IPOOF,InPlay Oil Corp.,2020-05-07T04:00:00.000Z,TNS,-0.06,-1.47,-2350.0,0,EQUITY
2020-05-07,TAST,"Carrols Restaurant Group, Inc.",2020-05-07T04:00:00.000Z,TNS,-0.35,-0.38,-9.2,0,EQUITY
2020-05-07,CELC,Celcuity Inc.,2020-05-07T04:00:00.000Z,TNS,-0.17,-0.17,0.0,0,EQUITY
2020-05-07,CGJTF,Cargojet Inc.,2020-05-07T04:00:00.000Z,TNS,0.23,-0.12,-151.5,0,EQUITY
2020-05-07,PROF,Profound Medical Corp.,2020-05-07T04:00:00.000Z,TNS,-0.33,-0.25,24.24,0,EQUITY
2020-05-07,PPRRF,ProntoForms Corporation,2020-05-07T04:00:00.000Z,TNS,-0.01,0.0,100.0,0,EQUITY
2020-05-07,PVAC,Penn Virginia Corporation,2020-05-07T04:00:00.000Z,TNS,1.31,1.89,43.84,0,EQUITY
2020-05-07,RLGY,Realogy Holdings Corp.,2020-05-07T04:00:00.000Z,TNS,-0.58,-0.55,4.84,0,EQUITY
2020-05-07,SATS,EchoStar Corporation,2020-05-07T04:00:00.000Z,TNS,-0.25,-0.56,-127.64,0,EQUITY
2020-05-07,CAPS,Capstone Therapeutics Corp,2020-05-07T16:30:00.000Z,BMO,,,,0,EQUITY
2020-05-07,CDXS,"Codexis, Inc.",2020-05-07T04:00:00.000Z,TNS,-0.15,-0.13,14.47,0,EQUITY
2020-05-07,EVC,Entravision Communications Corporation,2020-05-07T04:00:00.000Z,TNS,0.01,0.06,500.0,0,EQUITY
2020-05-07,IMMR,Immersion Corporation,2020-05-07T04:00:00.000Z,TNS,-0.04,-0.08,-100.0,0,EQUITY
2020-05-07,PBA,Pembina Pipeline Corporation,2020-05-07T04:00:00.000Z,TNS,0.58,0.5,-14.24,0,EQUITY
2020-05-07,PRDO,Perdoceo Education Corporation,2020-05-07T04:00:00.000Z,TNS,0.38,0.42,10.53,0,EQUITY
2020-05-07,TRGP,Targa Resources Corp.,2020-05-07T04:00:00.000Z,TNS,-0.07,2.89,4288.41,0,EQUITY
2020-05-07,SRRK,Scholar Rock Holding Corporation,2020-05-07T04:00:00.000Z,TNS,-0.02,-0.58,-3122.22,0,EQUITY
2020-05-07,GPOR,Gulfport Energy Corporation,2020-05-07T04:00:00.000Z,TNS,-0.09,0.1,208.7,0,EQUITY
2020-05-07,CWST,"Casella Waste Systems, Inc.",2020-05-07T04:00:00.000Z,TNS,-0.02,0.05,317.39,0,EQUITY
2020-05-07,WCN,"Waste Connections, Inc.",2020-05-07T04:00:00.000Z,TNS,0.63,0.65,3.17,0,EQUITY
2020-05-07,CPHRF,Cipher Pharmaceuticals Inc.,2020-05-07T04:00:00.000Z,TNS,0.06,0.09,50.0,0,EQUITY
2020-05-07,CWEGF,Crew Energy Inc.,2020-05-07T04:00:00.000Z,TNS,-0.03,-1.27,-4133.33,0,EQUITY
2020-05-07,LIFZF,Labrador Iron Ore Royalty Corporation,2020-05-07T04:00:00.000Z,TNS,0.7,0.73,4.58,0,EQUITY
2020-05-07,EMO,Clearbridge Energy Midstream Opportunity Fund Inc,2020-05-07T12:00:00.000Z,TAS,,,,0,EQUITY
2020-05-08,GEOS,Geospace Technologies Corp,2020-05-08T00:00:00.000Z,AMC,,,,0,EQUITY
2020-05-07,CADNF,Cascades Inc.,2020-05-07T04:00:00.000Z,TNS,0.31,0.42,36.81,0,EQUITY
2020-05-07,CCUR,"CCUR Holdings, Inc.",2020-05-07T04:00:00.000Z,TNS,,,,0,EQUITY
2020-05-07,CDNAF,"Canadian Tire Corporation, Limited",2020-05-07T04:00:00.000Z,TNS,-0.11,-0.13,-18.18,0,EQUITY
2020-05-07,CFXA,Colfax Corporation,2020-05-07T04:00:00.000Z,TNS,0.37,0.38,1.88,0,EQUITY
2020-05-07,CIO-PA,"City Office REIT, Inc.",2020-05-07T04:00:00.000Z,TNS,-0.02,-0.02,13.04,0,EQUITY
2020-05-07,CLNXF,"Cellnex Telecom, S.A.",2020-05-07T04:00:00.000Z,TNS,,,,0,EQUITY
2020-05-07,CLNE,Clean Energy Fuels Corp.,2020-05-07T04:00:00.000Z,TNS,-0.01,0.01,176.92,0,EQUITY
2020-05-07,CMLEF,Cominar Real Estate Investment Trust,2020-05-07T04:00:00.000Z,TNS,,,,0,EQUITY
2020-05-07,CRNC,Cerence Inc.,2020-05-07T04:00:00.000Z,TNS,0.12,0.43,258.33,0,EQUITY
2020-05-07,CTMX,"CytomX Therapeutics, Inc.",2020-05-07T04:00:00.000Z,TNS,-0.46,0.26,156.4,0,EQUITY
2020-05-07,CSLT,"Castlight Health, Inc.",2020-05-07T04:00:00.000Z,TNS,-0.05,-0.01,78.72,0,EQUITY
2020-05-07,CWH,"Camping World Holdings, Inc.",2020-05-07T04:00:00.000Z,TNS,-0.08,-0.03,62.5,0,EQUITY
2020-05-07,ECOM,ChannelAdvisor Corporation,2020-05-07T04:00:00.000Z,TNS,0.08,0.17,102.38,0,EQUITY
2020-05-07,EPC,Edgewell Personal Care Company,2020-05-07T04:00:00.000Z,TNS,0.93,0.92,-0.54,0,EQUITY
2020-05-07,CNP,"CenterPoint Energy, Inc.",2020-05-07T04:00:00.000Z,TNS,0.44,0.65,49.43,0,EQUITY
2020-05-07,CNQ,Canadian Natural Resources Limited,2020-05-07T04:00:00.000Z,TNS,0.01,-0.25,-5100.0,0,EQUITY
2020-05-07,LCTX,"Lineage Cell Therapeutics, Inc.",2020-05-07T04:00:00.000Z,TNS,-0.05,-0.06,-25.0,0,EQUITY
2020-05-07,LOPE,"Grand Canyon Education, Inc.",2020-05-07T04:00:00.000Z,TNS,1.5,1.53,2.2,0,EQUITY
2020-05-07,MFRVF,"Minera Frisco, S.A.B. de C.V.",2020-05-07T04:00:00.000Z,TNS,-0.45,-1.14,-153.33,0,EQUITY
2020-05-07,MR,Montage Resources Corporation,2020-05-07T04:00:00.000Z,TNS,-0.03,0.03,203.45,0,EQUITY
2020-05-07,NTSFF,Nanotech Security Corp.,2020-05-07T04:00:00.000Z,TNS,-0.01,-0.01,0.0,0,EQUITY
2020-05-07,SLRC,Solar Capital Ltd.,2020-05-07T04:00:00.000Z,TNS,0.42,0.37,-12.11,0,EQUITY
2020-05-07,TDC,Teradata Corporation,2020-05-07T04:00:00.000Z,TNS,0.23,0.27,18.94,0,EQUITY
2020-05-07,VG,Vonage Holdings Corp.,2020-05-07T04:00:00.000Z,TNS,0.01,0.05,316.67,0,EQUITY
2020-05-07,HFC,HollyFrontier Corporation,2020-05-07T04:00:00.000Z,TNS,0.41,0.53,28.02,0,EQUITY
2020-05-07,PAR,PAR Technology Corporation,2020-05-07T04:00:00.000Z,TNS,-0.28,-0.61,-114.04,0,EQUITY
2020-05-07,PODD,Insulet Corporation,2020-05-07T04:00:00.000Z,TNS,0.0,-0.03,-650.0,0,EQUITY
2020-05-07,PRSC,The Providence Service Corporation,2020-05-07T04:00:00.000Z,TNS,0.28,0.58,107.14,0,EQUITY
2020-05-07,RTX,Raytheon Technologies Corporation,2020-05-07T04:00:00.000Z,TNS,1.23,1.78,45.31,0,EQUITY
2020-05-07,FLDM,Fluidigm Corporation,2020-05-07T04:00:00.000Z,TNS,-0.15,-0.23,-53.33,0,EQUITY
2020-05-07,CCRN,"Cross Country Healthcare, Inc.",2020-05-07T04:00:00.000Z,TNS,-0.02,-0.01,41.18,0,EQUITY
2020-05-07,ED,"Consolidated Edison, Inc.",2020-05-07T04:00:00.000Z,TNS,1.4,1.35,-3.85,0,EQUITY
2020-05-07,XAN-PC,Exantas Capital Corp.,2020-05-07T04:00:00.000Z,TNS,0.3,0.23,-23.33,0,EQUITY
2020-05-07,KINS,"Kingstone Companies, Inc.",2020-05-07T04:00:00.000Z,TNS,0.04,-0.03,-175.0,0,EQUITY
2020-05-07,MAIN,Main Street Capital Corporation,2020-05-07T04:00:00.000Z,TNS,0.54,0.57,5.95,0,EQUITY
2020-05-07,SMCI,"Super Micro Computer, Inc.",2020-05-07T04:00:00.000Z,TNS,0.08,0.29,262.5,0,EQUITY
2020-05-07,DISH,DISH Network Corporation,2020-05-07T04:00:00.000Z,TNS,0.57,0.13,-77.39,0,EQUITY
2020-05-07,CIA,Citizens Inc,2020-05-07T20:19:20.000Z,TAS,,,,0,EQUITY
2020-05-07,AUMN,Golden Minerals Co,2020-05-07T10:50:10.000Z,TAS,,,,0,EQUITY
2020-05-07,FCMGF,Firm Capital Mortgage Investment Corporation,2020-05-07T04:00:00.000Z,TNS,0.24,0.22,-8.33,0,EQUITY
2020-05-07,TCRD,"THL Credit, Inc.",2020-05-07T04:00:00.000Z,TNS,0.16,0.1,-36.71,0,EQUITY
2020-05-07,CNP-PB,"CenterPoint Energy, Inc.",2020-05-07T04:00:00.000Z,TNS,0.44,0.65,49.08,0,EQUITY
2020-05-07,CRDF,"Cardiff Oncology, Inc.",2020-05-07T04:00:00.000Z,TNS,,,,0,EQUITY
2020-05-07,IHC,Independence Holding Co,2020-05-07T21:39:41.000Z,TAS,,,,0,EQUITY
2020-05-07,LANDP,Gladstone Land Corp,2020-05-07T12:30:00.000Z,TAS,,,,0,EQUITY
2020-05-08,KOSS,Koss Corp,2020-05-08T00:00:00.000Z,AMC,,,,0,EQUITY
2020-05-07,OTIS,Otis Worldwide Corp,2020-05-07T14:59:00.000Z,TNS,,,,0,EQUITY
2020-05-07,JCAP-PB,"Jernigan Capital, Inc.",2020-05-07T04:00:00.000Z,TNS,-1.71,-2.53,-48.21,0,EQUITY
2020-05-07,LUCRF,Lucara Diamond Corp.,2020-05-07T04:00:00.000Z,TNS,0.01,-0.01,-200.0,0,EQUITY
2020-05-07,GDP,Goodrich Petroleum Corporation,2020-05-07T04:00:00.000Z,TNS,-0.07,-0.3,-347.76,0,EQUITY
2020-05-07,CVA,Covanta Holding Corporation,2020-05-07T04:00:00.000Z,TNS,-0.22,-0.24,-10.6,0,EQUITY
2020-05-07,CWK,Cushman & Wakefield plc,2020-05-07T04:00:00.000Z,TNS,0.15,0.03,-79.45,0,EQUITY
2020-05-07,XONE,The ExOne Company,2020-05-07T04:00:00.000Z,TNS,-0.27,-0.22,18.52,0,EQUITY
2020-05-07,WLL,Whiting Petroleum Corporation,2020-05-07T04:00:00.000Z,TNS,-0.73,-1.48,-103.3,0,EQUITY
2020-05-07,JYNT,The Joint Corp.,2020-05-07T04:00:00.000Z,TNS,0.07,0.06,-7.69,0,EQUITY
2020-05-07,NET,"Cloudflare, Inc.",2020-05-07T04:00:00.000Z,TNS,-0.06,-0.04,33.33,0,EQUITY
2020-05-07,DVAX,Dynavax Technologies Corporation,2020-05-07T04:00:00.000Z,TNS,-0.31,-0.15,51.46,0,EQUITY
2020-05-07,HSKA,Heska Corporation,2020-05-07T04:00:00.000Z,TNS,-0.22,-0.7,-213.9,0,EQUITY
2020-05-07,INAP,Internap Corp,2020-05-07T16:30:00.000Z,BMO,,,,0,EQUITY
2020-05-07,CMRX,"Chimerix, Inc.",2020-05-07T04:00:00.000Z,TNS,-0.15,-0.17,-13.33,0,EQUITY
2020-05-07,COMM,"CommScope Holding Company, Inc.",2020-05-07T04:00:00.000Z,TNS,0.06,0.12,90.48,0,EQUITY
2020-05-07,ITGR,Integer Holdings Corporation,2020-05-07T04:00:00.000Z,TNS,1.06,1.25,17.92,0,EQUITY
2020-05-07,HAIN,"The Hain Celestial Group, Inc.",2020-05-07T04:00:00.000Z,TNS,0.24,0.28,15.23,0,EQUITY
2020-05-07,HL-PB,Hecla Mining Company,2020-05-07T04:00:00.000Z,TNS,-0.02,-0.03,-66.67,0,EQUITY
2020-05-07,ICTEF,"International Container Terminal Services, Inc.",2020-05-07T04:00:00.000Z,TNS,0.03,0.02,-11.54,0,EQUITY
2020-05-07,PBH,Prestige Consumer Healthcare Inc.,2020-05-07T04:00:00.000Z,TNS,0.74,0.82,11.26,0,EQUITY
2020-05-07,PRMW,Primo Water Corporation,2020-05-07T04:00:00.000Z,TNS,-0.01,0.04,385.71,0,EQUITY
2020-05-07,REYN,Reynolds Consumer Products Inc.,2020-05-07T04:00:00.000Z,TNS,0.27,0.3,12.78,0,EQUITY
2020-05-07,RDFN,Redfin Corporation,2020-05-07T04:00:00.000Z,TNS,-0.75,-0.64,14.32,0,EQUITY
2020-05-07,SXI,Standex International Corporation,2020-05-07T04:00:00.000Z,TNS,0.9,0.96,7.02,0,EQUITY
2020-05-07,TU,TELUS Corporation,2020-05-07T04:00:00.000Z,TNS,0.35,0.32,-7.78,0,EQUITY
2020-05-07,NMCI,Navios Maritime Containers L.P.,2020-05-07T04:00:00.000Z,TNS,0.28,0.14,-50.0,0,EQUITY
