startdatetime,ticker,companyshortname,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,gmtOffsetMilliSeconds,quoteType
2020-02-14,PRBCF,Precise Biometrics AB (publ),2020-02-14T05:00:00.000Z,TNS,0.0,0.04,,0,EQUITY
2020-02-14,BNHUF,Bonheur ASA,2020-02-14T05:00:00.000Z,TNS,-2.71,-5.2,-91.88,0,EQUITY
2020-02-14,CGA,"China Green Agriculture, Inc.",2020-02-14T05:00:00.000Z,TNS,,,,0,EQUITY
2020-02-14,ASCCF,ASICS Corporation,2020-02-14T05:00:00.000Z,TNS,2.62,0.92,-64.96,0,EQUITY
2020-02-14,AMNF,Armanino Foods Of Distinction Inc,2020-02-14T15:59:00.000Z,TNS,,,,0,EQUITY
2020-02-14,GAERF,"Grupo Aeroportuario del Centro Norte, S.A.B. de C.V.",2020-02-14T05:00:00.000Z,TNS,2.16,1.94,-10.27,0,EQUITY
2020-02-14,SHLRF,Schindler Holding AG,2020-02-14T05:00:00.000Z,TNS,,,,0,EQUITY
2020-02-14,AMTY,Amerityre Corporation,2020-02-14T05:00:00.000Z,TNS,,,,0,EQUITY
2020-02-14,AXL,"American Axle & Manufacturing Holdings, Inc.",2020-02-14T05:00:00.000Z,TNS,0.0,0.13,6400.0,0,EQUITY
2020-02-14,AYAAF,"Ayala Land, Inc.",2020-02-14T05:00:00.000Z,TNS,0.67,0.68,2.26,0,EQUITY
2020-02-14,ABR,"Arbor Realty Trust, Inc.",2020-02-14T05:00:00.000Z,TNS,0.36,0.34,-5.56,0,EQUITY
2020-02-14,SNZZF,Senzime AB (publ),2020-02-14T05:00:00.000Z,TNS,-1.59,-0.18,88.68,0,EQUITY
2020-02-14,ARHVF,Archer Limited,2020-02-14T05:00:00.000Z,TNS,-0.01,0.04,366.67,0,EQUITY
2020-02-14,IMMVF,Immunovia AB (publ),2020-02-14T05:00:00.000Z,TNS,,,,0,EQUITY
2020-02-15,ALJJ,ALJ Regional Holdings Inc,2020-02-15T02:00:00.000Z,AMC,,,,0,EQUITY
2020-02-14,IMCUF,I.M.A. Industria Macchine Automatiche S.p.A.,2020-02-14T05:00:00.000Z,TNS,,2.07,,0,EQUITY
2020-02-14,AGRUF,AF Gruppen ASA,2020-02-14T05:00:00.000Z,TNS,2.83,2.01,-28.98,0,EQUITY
2020-02-14,ABR-PC,"Arbor Realty Trust, Inc.",2020-02-14T05:00:00.000Z,TNS,0.36,0.34,-5.56,0,EQUITY
2020-02-14,HLWD,Almost Never Films Inc.,2020-02-14T05:00:00.000Z,TNS,,,,0,EQUITY
2020-02-14,UNPLF,UnipolSai Assicurazioni S.p.A.,2020-02-14T05:00:00.000Z,TNS,,,,0,EQUITY
2020-02-14,RSLBF,RaySearch Laboratories AB (publ),2020-02-14T05:00:00.000Z,TNS,0.96,0.55,-42.41,0,EQUITY
2020-02-14,SHLAF,Schindler Holding AG,2020-02-14T05:00:00.000Z,TNS,2.11,2.49,18.01,0,EQUITY
2020-02-14,AHICF,"Asahi Intecc Co., Ltd.",2020-02-14T05:00:00.000Z,TNS,12.33,9.99,-18.96,0,EQUITY
2020-02-14,SDMHF,Sartorius Stedim Biotech S.A.,2020-02-14T05:00:00.000Z,TNS,0.7,0.7,-0.28,0,EQUITY
2020-02-14,PPCB,"Propanc Biopharma, Inc.",2020-02-14T05:00:00.000Z,TNS,,,,0,EQUITY
2020-02-14,XHFNF,Beat Holdings Limited,2020-02-14T05:00:00.000Z,TNS,,-15.8,,0,EQUITY
2020-02-14,BLX,"Banco Latinoamericano de Comercio Exterior, S.A",2020-02-14T05:00:00.000Z,TNS,0.5,0.56,12.0,0,EQUITY
2020-02-14,RBS,The Royal Bank of Scotland Group plc,2020-02-14T05:00:00.000Z,TNS,,,,0,EQUITY
2020-02-14,SBPH,"Spring Bank Pharmaceuticals, Inc.",2020-02-14T05:00:00.000Z,TNS,-0.67,-0.45,32.84,0,EQUITY
2020-02-14,BTCY,Biotricity Inc,2020-02-14T19:49:00.000Z,TAS,,,,0,EQUITY
2020-02-14,NWL,Newell Brands Inc.,2020-02-14T05:00:00.000Z,TNS,0.39,0.42,7.69,0,EQUITY
2020-02-14,JPSTF,"JAPAN POST BANK Co.,Ltd.",2020-02-14T05:00:00.000Z,TNS,17.31,17.39,0.46,0,EQUITY
2020-02-14,BNKL,Bionik Laboratories Corp,2020-02-14T18:30:00.000Z,BMO,,,,0,EQUITY
2020-02-14,RBSPF,The Royal Bank of Scotland Group plc,2020-02-14T05:00:00.000Z,TNS,6.37,16.77,163.39,0,EQUITY
2020-02-14,PBIGF,Paradigm Biopharmaceuticals Limited,2020-02-14T05:00:00.000Z,TNS,,,,0,EQUITY
2020-02-14,BASI,"Bioanalytical Systems, Inc.",2020-02-14T05:00:00.000Z,TNS,,,,0,EQUITY
2020-02-14,TBVPF,Thai Beverage Public Company Limited,2020-02-14T05:00:00.000Z,TNS,0.26,0.34,30.77,0,EQUITY
2020-02-14,BUROF,Burcon NutraScience Corporation,2020-02-14T05:00:00.000Z,TNS,,,,0,EQUITY
2020-02-15,NHLD,National Holdings Corp,2020-02-15T02:00:00.000Z,AMC,,,,0,EQUITY
2020-02-14,SEOVF,Sernova Corp.,2020-02-14T05:00:00.000Z,TNS,,,,0,EQUITY
2020-02-14,SXT,Sensient Technologies Corporation,2020-02-14T05:00:00.000Z,TNS,0.62,0.62,0.81,0,EQUITY
2020-02-14,JPHLF,"Japan Post Holdings Co., Ltd.",2020-02-14T05:00:00.000Z,TNS,29.34,45.85,56.26,0,EQUITY
2020-02-14,JPPIF,"Japan Post Insurance Co., Ltd.",2020-02-14T05:00:00.000Z,TNS,50.96,68.8,35.02,0,EQUITY
2020-02-14,CTOBF,China Tobacco International (HK) Company Limited,2020-02-14T05:00:00.000Z,TNS,,,,0,EQUITY
2020-02-14,KMGIF,"Kamigumi Co., Ltd.",2020-02-14T05:00:00.000Z,TNS,,42.46,,0,EQUITY
2020-02-14,KKRAF,"Katakura Industries Co.,Ltd.",2020-02-14T05:00:00.000Z,TNS,,8.04,,0,EQUITY
2020-02-14,SNCPF,Sun Corporation,2020-02-14T05:00:00.000Z,TNS,,,,0,EQUITY
2020-02-14,CNPOF,Canopy Rivers Inc.,2020-02-14T05:00:00.000Z,TNS,-0.01,-0.01,0.0,0,EQUITY
2020-02-14,CEI,"Camber Energy, Inc.",2020-02-14T05:00:00.000Z,TNS,,,,0,EQUITY
2020-02-14,RCDTF,Recordati Industria Chimica e Farmaceutica S.p.A.,2020-02-14T05:00:00.000Z,TNS,0.37,0.55,50.27,0,EQUITY
2020-02-14,CIFAF,CI Financial Corp,2020-02-14T05:00:00.000Z,TNS,0.63,0.65,3.17,0,EQUITY
2020-02-14,UETMF,Universal Entertainment Corporation,2020-02-14T05:00:00.000Z,TNS,,,,0,EQUITY
2020-02-14,IDKOF,"Idemitsu Kosan Co.,Ltd.",2020-02-14T05:00:00.000Z,TNS,86.9,65.09,-25.1,0,EQUITY
2020-02-14,FRRZF,Ferrotec Holdings Corporation,2020-02-14T05:00:00.000Z,TNS,11.4,11.84,3.86,0,EQUITY
2020-02-14,CJJD,China Jo-Jo Drugstores Inc,2020-02-14T18:30:00.000Z,BMO,,,,0,EQUITY
2020-02-14,CGC,Canopy Growth Corporation,2020-02-14T05:00:00.000Z,TNS,-0.5,-0.35,30.56,0,EQUITY
2020-02-14,MSN,Emerson Radio Corp.,2020-02-14T05:00:00.000Z,TNS,,,,0,EQUITY
2020-02-14,CSS,"CSS Industries, Inc.",2020-02-14T05:00:00.000Z,TNS,,,,0,EQUITY
2020-02-14,HGSH,China HGS Real Estate Inc.,2020-02-14T05:00:00.000Z,TNS,,,,0,EQUITY
2020-02-14,CUPUF,"Caribbean Utilities Company, Ltd.",2020-02-14T05:00:00.000Z,TNS,0.17,0.16,-5.88,0,EQUITY
2020-02-14,POR,Portland General Electric Company,2020-02-14T05:00:00.000Z,TNS,0.68,0.69,1.32,0,EQUITY
2020-02-14,CDGLF,ComfortDelGro Corporation Limited,2020-02-14T05:00:00.000Z,TNS,0.04,0.02,-42.11,0,EQUITY
2020-02-14,SMDM,Singing Machine Company Inc,2020-02-14T18:30:00.000Z,BMO,,,,0,EQUITY
2020-02-14,RCRRF,"Recruit Holdings Co., Ltd.",2020-02-14T05:00:00.000Z,TNS,33.25,31.65,-4.8,0,EQUITY
2020-02-14,KNBWF,"Kirin Holdings Company, Limited",2020-02-14T05:00:00.000Z,TNS,34.71,38.05,9.63,0,EQUITY
2020-02-14,KUBTF,Kubota Corporation,2020-02-14T05:00:00.000Z,TNS,23.76,21.87,-7.96,0,EQUITY
2020-02-14,TEMPF,"Persol Holdings Co.,Ltd.",2020-02-14T05:00:00.000Z,TNS,26.13,19.39,-25.79,0,EQUITY
2020-02-14,PPL,PPL Corporation,2020-02-14T05:00:00.000Z,TNS,0.53,0.57,7.14,0,EQUITY
2020-02-14,CRDNF,Cardinal Resources Limited,2020-02-14T05:00:00.000Z,TNS,-0.01,-0.02,-70.0,0,EQUITY
2020-02-14,WTRNF,Western Resources Corp.,2020-02-14T05:00:00.000Z,TNS,,,,0,EQUITY
2020-02-14,CYBQF,CYBERDYNE Inc.,2020-02-14T05:00:00.000Z,TNS,,0.46,,0,EQUITY
2020-02-14,SWPIF,"Sawai Pharmaceutical Co., Ltd.",2020-02-14T05:00:00.000Z,TNS,143.91,144.98,0.74,0,EQUITY
2020-02-14,SHIOF,"Shinoken Group Co., Ltd.",2020-02-14T05:00:00.000Z,TNS,,27.0,,0,EQUITY
2020-02-14,KUBTY,Kubota Corporation,2020-02-14T05:00:00.000Z,TNS,1.22,1.01,-17.21,0,EQUITY
2020-02-14,DCNSF,"Dai-ichi Life Holdings, Inc.",2020-02-14T05:00:00.000Z,TNS,53.91,34.93,-35.21,0,EQUITY
2020-02-14,TDHOF,"T&D Holdings, Inc.",2020-02-14T05:00:00.000Z,TNS,26.81,24.28,-9.44,0,EQUITY
2020-02-14,ESNT,Essent Group Ltd.,2020-02-14T05:00:00.000Z,TNS,1.44,1.49,3.4,0,EQUITY
2020-02-14,PCSV,PCS Edventures! Inc,2020-02-14T15:59:00.000Z,TNS,,,,0,EQUITY
2020-02-14,EFLVF,Electrovaya Inc.,2020-02-14T05:00:00.000Z,TNS,-0.02,-0.02,0.0,0,EQUITY
2020-02-14,ENB,Enbridge Inc.,2020-02-14T05:00:00.000Z,TNS,0.63,0.61,-3.48,0,EQUITY
2020-02-14,NRT,North European Oil Royalty Trust,2020-02-14T15:59:00.000Z,TNS,,,,0,EQUITY
2020-02-14,LAREF,"Lar Espana Real Estate SOCIMI, S.A.",2020-02-14T05:00:00.000Z,TNS,,,,0,EQUITY
2020-02-14,FENC,Fennec Pharmaceuticals Inc.,2020-02-14T05:00:00.000Z,TNS,-0.13,-0.18,-38.46,0,EQUITY
2020-02-14,IGIFF,IGM Financial Inc.,2020-02-14T05:00:00.000Z,TNS,0.84,0.84,0.36,0,EQUITY
2020-02-14,FRD,"Friedman Industries, Incorporated",2020-02-14T05:00:00.000Z,TNS,,,,0,EQUITY
2020-02-14,FORD,"Forward Industries, Inc.",2020-02-14T05:00:00.000Z,TNS,,,,0,EQUITY
2020-02-14,QTGPF,Qt Group Oyj,2020-02-14T05:00:00.000Z,TNS,-0.03,-0.01,62.96,0,EQUITY
2020-02-14,PRED,"Predictive Technology Group, Inc.",2020-02-14T05:00:00.000Z,TNS,,,,0,EQUITY
2020-02-15,GEIN,Genesys Industries Inc,2020-02-15T02:00:00.000Z,AMC,,,,0,EQUITY
2020-02-14,XAUMF,Goldmoney Inc.,2020-02-14T05:00:00.000Z,TNS,0.0,-0.03,,0,EQUITY
2020-02-14,MGP,MGM Growth Properties LLC,2020-02-14T05:00:00.000Z,TNS,0.27,0.25,-7.41,0,EQUITY
2020-02-14,IPGLF,Interpump Group S.p.A.,2020-02-14T05:00:00.000Z,TNS,,,,0,EQUITY
2020-02-14,UPZPF,Unipol Gruppo S.p.A.,2020-02-14T05:00:00.000Z,TNS,,,,0,EQUITY
2020-02-14,GNIIF,GNI Group Ltd.,2020-02-14T05:00:00.000Z,TNS,,2.53,,0,EQUITY
2020-02-14,GFGSF,GFG Resources Inc,2020-02-14T05:00:00.000Z,TNS,,,,0,EQUITY
2020-02-14,NHOLF,"Sompo Holdings, Inc.",2020-02-14T05:00:00.000Z,TNS,133.6,176.91,32.42,0,EQUITY
2020-02-14,TKOMF,"Tokio Marine Holdings, Inc.",2020-02-14T05:00:00.000Z,TNS,213.7,156.64,-26.7,0,EQUITY
2020-02-14,HRIBF,"HORIBA, Ltd.",2020-02-14T05:00:00.000Z,TNS,149.75,167.28,11.71,0,EQUITY
2020-02-14,VKSKF,"Vital KSK Holdings, Inc.",2020-02-14T05:00:00.000Z,TNS,,39.01,,0,EQUITY
2020-02-14,PORBF,POLA Orbis Holdings Inc.,2020-02-14T05:00:00.000Z,TNS,22.27,17.16,-22.95,0,EQUITY
2020-02-14,OTLK,"Outlook Therapeutics, Inc.",2020-02-14T05:00:00.000Z,TNS,-0.25,-0.28,-13.36,0,EQUITY
2020-02-14,IMGN,"ImmunoGen, Inc.",2020-02-14T05:00:00.000Z,TNS,-0.05,0.03,162.5,0,EQUITY
2020-02-14,IMVT,"Immunovant, Inc.",2020-02-14T05:00:00.000Z,TNS,-0.25,,,0,EQUITY
2020-02-14,REMI,"Remedent, Inc.",2020-02-14T05:00:00.000Z,TNS,,,,0,EQUITY
2020-02-14,IMLFF,InMed Pharmaceuticals Inc.,2020-02-14T05:00:00.000Z,TNS,-0.02,-0.02,0.0,0,EQUITY
2020-02-14,IMVTW,Immunovant Inc,2020-02-14T18:30:00.000Z,BMO,,,,0,EQUITY
2020-02-14,SNOA,"Sonoma Pharmaceuticals, Inc.",2020-02-14T05:00:00.000Z,TNS,,,,0,EQUITY
2020-02-14,TRTN-PD,Triton International Limited,2020-02-14T05:00:00.000Z,TNS,1.1,1.07,-2.46,0,EQUITY
2020-02-14,IINX,Ionix Technology Inc,2020-02-14T18:30:00.000Z,BMO,,,,0,EQUITY
2020-02-14,NNVC,"NanoViricides, Inc.",2020-02-14T05:00:00.000Z,TNS,,,,0,EQUITY
2020-02-14,TRTN,Triton International Limited,2020-02-14T05:00:00.000Z,TNS,1.1,1.07,-2.46,0,EQUITY
2020-02-14,IBIO,"iBio, Inc.",2020-02-14T05:00:00.000Z,TNS,,,,0,EQUITY
2020-02-14,KNWN,"Know Labs, Inc.",2020-02-14T05:00:00.000Z,TNS,,,,0,EQUITY
2020-02-14,MMND,Mastermind Inc,2020-02-14T15:59:00.000Z,TNS,,,,0,EQUITY
2020-02-14,KERMF,Kerr Mines Inc.,2020-02-14T05:00:00.000Z,TNS,,,,0,EQUITY
2020-02-14,AIHS,Senmiao Technology Ltd,2020-02-14T15:59:00.000Z,TNS,,,,0,EQUITY
2020-02-14,VEON,VEON Ltd.,2020-02-14T05:00:00.000Z,TNS,0.01,0.01,0.0,0,EQUITY
2020-02-14,YNDX,Yandex N.V.,2020-02-14T05:00:00.000Z,TNS,24.85,16.06,-35.36,0,EQUITY
2020-02-15,NEXA,Nexa Resources SA,2020-02-15T02:00:00.000Z,AMC,-0.14,-0.03,78.57,0,EQUITY
2020-02-14,NEXA,Nexa Resources SA,2020-02-14T15:00:00.000Z,TAS,-0.14,-0.03,78.57,0,EQUITY
2020-02-14,PIHLF,Pihlajalinna Oyj,2020-02-14T05:00:00.000Z,TNS,0.21,0.25,17.37,0,EQUITY
2020-02-14,NHOXF,,2020-02-14T05:00:00.000Z,TNS,2.37,2.06,-13.08,0,EQUITY
2020-02-14,OPPPF,,2020-02-14T05:00:00.000Z,TNS,,,,0,EQUITY
2020-02-14,SRGBF,,2020-02-14T05:00:00.000Z,TNS,11.3,15.03,33.02,0,EQUITY
2020-02-14,IRRAF,,2020-02-14T05:00:00.000Z,TNS,-1.33,-1.2,9.92,0,EQUITY
2020-02-14,MCVEF,,2020-02-14T05:00:00.000Z,TNS,,0.07,,0,EQUITY
2020-02-15,USNZY,Usinas Siderurgicas de Minas Gerais S.A.,2020-02-15T05:00:00.000Z,TNS,0.03,,,0,EQUITY
2020-02-17,VARGF,Varta AG,2020-02-17T05:00:00.000Z,TNS,,,,0,EQUITY
2020-02-17,MAOTF,Itissalat Al-Maghrib (IAM) S.A.,2020-02-17T05:00:00.000Z,TNS,,,,0,EQUITY
2020-02-17,ANGPY,Anglo American Platinum Limited,2020-02-17T05:00:00.000Z,TNS,,,,0,EQUITY
2020-02-17,DBOEF,Deutsche Borse AG,2020-02-17T05:00:00.000Z,TNS,1.31,1.32,0.69,0,EQUITY
2020-02-17,AI,Arlington Asset Investment Corp,2020-02-17T18:30:00.000Z,BMO,,,,0,EQUITY
2020-02-17,BDGXF,Bertrandt Aktiengesellschaft,2020-02-17T05:00:00.000Z,TNS,0.82,0.86,5.52,0,EQUITY
2020-02-17,AGPPF,Anglo American Platinum Limited,2020-02-17T05:00:00.000Z,TNS,,,,0,EQUITY
2020-02-17,ELCTF,Elmos Semiconductor AG,2020-02-17T05:00:00.000Z,TNS,0.44,0.11,-75.0,0,EQUITY
2020-02-17,BRDCF,Bridgestone Corporation,2020-02-17T05:00:00.000Z,TNS,87.76,122.84,39.98,0,EQUITY
2020-02-17,FLS,Flowserve Corporation,2020-02-17T05:00:00.000Z,TNS,0.66,0.66,0.76,0,EQUITY
2020-02-17,SCI,Service Corporation International,2020-02-17T05:00:00.000Z,TNS,0.6,0.54,-10.45,0,EQUITY
2020-02-17,CINR,Ciner Resources LP,2020-02-17T15:59:00.000Z,TNS,,,,0,EQUITY
2020-02-17,CLEGF,Coles Group Limited,2020-02-17T05:00:00.000Z,TNS,,,,0,EQUITY
2020-02-17,OTTR,Otter Tail Corporation,2020-02-17T05:00:00.000Z,TNS,0.51,0.51,0.99,0,EQUITY
2020-02-17,DGICB,Donegal Group Inc,2020-02-17T15:59:00.000Z,TNS,,,,0,EQUITY
2020-02-17,LZDLF,Luz del Sur S.A.A.,2020-02-17T05:00:00.000Z,TNS,,,,0,EQUITY
2020-02-17,TRCK,"Track Group, Inc.",2020-02-17T05:00:00.000Z,TNS,,,,0,EQUITY
2020-02-17,TPLWF,Temple & Webster Group Ltd,2020-02-17T05:00:00.000Z,TNS,,,,0,EQUITY
2020-02-17,SPHXF,"SM Prime Holdings, Inc.",2020-02-17T05:00:00.000Z,TNS,0.33,0.36,10.64,0,EQUITY
2020-02-17,IR,Ingersoll Rand Inc.,2020-02-17T05:00:00.000Z,TNS,0.34,0.37,7.87,0,EQUITY
2020-02-17,RIG,Transocean Ltd.,2020-02-17T05:00:00.000Z,TNS,-0.3,-0.43,-44.3,0,EQUITY
2020-02-18,TXG,"10x Genomics, Inc.",2020-02-18T05:00:00.000Z,TNS,-0.11,-0.07,38.05,0,EQUITY
2020-02-18,NAT,Nordic American Tankers Limited,2020-02-18T05:00:00.000Z,TNS,0.21,0.09,-56.1,0,EQUITY
2020-02-18,ZFSVF,Zurich Insurance Group AG,2020-02-18T05:00:00.000Z,TNS,,,,0,EQUITY
2020-02-18,PRXXF,Paradox Interactive AB (publ),2020-02-18T05:00:00.000Z,TNS,0.94,1.24,31.91,0,EQUITY
2020-02-18,AWK,"American Water Works Company, Inc.",2020-02-18T05:00:00.000Z,TNS,0.73,0.73,-0.41,0,EQUITY
2020-02-18,ALLE,Allegion plc,2020-02-18T05:00:00.000Z,TNS,1.29,1.28,-0.62,0,EQUITY
2020-02-18,RPAI,"Retail Properties of America, Inc.",2020-02-18T05:00:00.000Z,TNS,0.03,0.08,207.69,0,EQUITY
2020-02-18,AI,Arlington Asset Investment Corp.,2020-02-18T05:00:00.000Z,TNS,0.19,0.18,-3.74,0,EQUITY
2020-02-18,ACSAF,"ACS, Actividades de Construccion y Servicios, S.A.",2020-02-18T05:00:00.000Z,TNS,0.65,0.63,-3.67,0,EQUITY
2020-02-18,ACC,"American Campus Communities, Inc.",2020-02-18T05:00:00.000Z,TNS,0.31,0.18,-40.98,0,EQUITY
2020-02-18,AAP,"Advance Auto Parts, Inc.",2020-02-18T05:00:00.000Z,TNS,1.35,1.64,21.66,0,EQUITY
2020-02-18,ABIO,"ARCA biopharma, Inc.",2020-02-18T05:00:00.000Z,TNS,-0.99,-0.77,22.22,0,EQUITY
2020-02-18,VRSK,"Verisk Analytics, Inc.",2020-02-18T05:00:00.000Z,TNS,1.12,1.13,0.89,0,EQUITY
2020-02-18,BGPBF,BTS Group AB (publ),2020-02-18T05:00:00.000Z,TNS,2.64,2.86,8.33,0,EQUITY
2020-02-18,PLFRF,Palfinger AG,2020-02-18T05:00:00.000Z,TNS,0.61,0.44,-27.39,0,EQUITY
2020-02-18,RCEL,Avita Medical Limited,2020-02-18T05:00:00.000Z,TNS,-0.01,,,0,EQUITY
2020-02-18,AEIS,"Advanced Energy Industries, Inc.",2020-02-18T05:00:00.000Z,TNS,0.7,0.87,25.18,0,EQUITY
2020-02-18,ALX,"Alexander's, Inc.",2020-02-18T05:00:00.000Z,TNS,,,,0,EQUITY
2020-02-18,ACDVF,Air Canada,2020-02-18T05:00:00.000Z,TNS,0.38,0.17,-55.03,0,EQUITY
2020-02-18,AIW,Arlington Asset Investment Corp.,2020-02-18T05:00:00.000Z,TNS,0.19,0.18,-3.74,0,EQUITY
2020-02-18,ATRC,"AtriCure, Inc.",2020-02-18T05:00:00.000Z,TNS,-0.41,-0.42,-1.2,0,EQUITY
2020-02-18,SDDFF,Ternium Argentina S.A.,2020-02-18T05:00:00.000Z,TNS,0.96,0.88,-8.85,0,EQUITY
2020-02-18,ACIA,"Acacia Communications, Inc.",2020-02-18T05:00:00.000Z,TNS,0.56,0.48,-15.04,0,EQUITY
2020-02-18,KAR,"KAR Auction Services, Inc.",2020-02-18T05:00:00.000Z,TNS,0.29,0.24,-16.08,0,EQUITY
2020-02-18,KPSHF,Kapsch TrafficCom AG,2020-02-18T05:00:00.000Z,TNS,,,,0,EQUITY
2020-02-18,SUVPF,Sartorius Aktiengesellschaft,2020-02-18T05:00:00.000Z,TNS,0.84,0.73,-12.68,0,EQUITY
2020-02-18,OPPXF,Opus Group AB (publ),2020-02-18T05:00:00.000Z,TNS,0.09,-0.04,-147.06,0,EQUITY
2020-02-18,AMED,"Amedisys, Inc.",2020-02-18T05:00:00.000Z,TNS,0.93,0.94,1.51,0,EQUITY
2020-02-18,APRN,"Blue Apron Holdings, Inc.",2020-02-18T05:00:00.000Z,TNS,-1.6,-1.66,-3.94,0,EQUITY
2020-02-18,A,"Agilent Technologies, Inc.",2020-02-18T05:00:00.000Z,TNS,0.81,0.81,0.12,0,EQUITY
2020-02-18,ATH,Athene Holding Ltd.,2020-02-18T05:00:00.000Z,TNS,1.68,2.21,31.63,0,EQUITY
2020-02-18,DDHRF,Dream Hard Asset Alternatives Trust,2020-02-18T05:00:00.000Z,TNS,,,,0,EQUITY
2020-02-18,ASLEF,Asaleo Care Limited,2020-02-18T05:00:00.000Z,TNS,,,,0,EQUITY
2020-02-18,ATH-PB,Athene Holding Ltd.,2020-02-18T05:00:00.000Z,TNS,1.68,2.21,31.63,0,EQUITY
2020-02-18,IOIOF,IOI Corporation Berhad,2020-02-18T05:00:00.000Z,TNS,0.03,0.03,3.03,0,EQUITY
2020-02-18,BJSAF,Berjaya Sports Toto Berhad,2020-02-18T05:00:00.000Z,TNS,,,,0,EQUITY
2020-02-18,BBGI,"Beasley Broadcast Group, Inc.",2020-02-18T05:00:00.000Z,TNS,0.14,0.17,25.93,0,EQUITY
2020-02-18,PNAGF,PETRONAS Gas Berhad,2020-02-18T05:00:00.000Z,TNS,,,,0,EQUITY
2020-02-18,BCLI,Brainstorm Cell Therapeutics Inc.,2020-02-18T05:00:00.000Z,TNS,-0.18,-0.34,-92.09,0,EQUITY
2020-02-18,PFBI,Premier Financial Bancorp Inc,2020-02-18T13:15:04.000Z,TAS,,,,0,EQUITY
2020-02-18,BKD,Brookdale Senior Living Inc.,2020-02-18T05:00:00.000Z,TNS,-0.23,-0.49,-114.91,0,EQUITY
2020-02-18,BLUE,"bluebird bio, Inc.",2020-02-18T05:00:00.000Z,TNS,-3.79,-4.04,-6.68,0,EQUITY
2020-02-18,BTCY,Biotricity Inc,2020-02-18T15:59:00.000Z,TNS,,,,0,EQUITY
2020-02-18,LZB,La-Z-Boy Incorporated,2020-02-18T05:00:00.000Z,TNS,0.64,0.72,13.39,0,EQUITY
2020-02-18,BFIN,BankFinancial Corporation,2020-02-18T05:00:00.000Z,TNS,0.22,0.22,2.33,0,EQUITY
2020-02-18,PSB,"PS Business Parks, Inc.",2020-02-18T05:00:00.000Z,TNS,0.69,0.4,-42.03,0,EQUITY
2020-02-18,BRKR,Bruker Corporation,2020-02-18T05:00:00.000Z,TNS,0.59,0.53,-9.71,0,EQUITY
2020-02-18,BOMXF,"Bolsa Mexicana de Valores, S.A.B. de C.V.",2020-02-18T05:00:00.000Z,TNS,0.64,0.52,-18.75,0,EQUITY
2020-02-18,EGIEY,Engie Brasil Energia S.A.,2020-02-18T05:00:00.000Z,TNS,,,,0,EQUITY
2020-02-18,MIHDF,MISC Berhad,2020-02-18T05:00:00.000Z,TNS,,,,0,EQUITY
2020-02-18,PSB-PZ,"PS Business Parks, Inc.",2020-02-18T05:00:00.000Z,TNS,0.69,0.4,-42.03,0,EQUITY
2020-02-18,BLMN,"Bloomin' Brands, Inc.",2020-02-18T05:00:00.000Z,TNS,0.35,0.32,-8.83,0,EQUITY
2020-02-18,TIVO,TiVo Corporation,2020-02-18T05:00:00.000Z,TNS,0.18,0.35,94.44,0,EQUITY
2020-02-18,HVT,"Haverty Furniture Companies, Inc.",2020-02-18T05:00:00.000Z,TNS,0.36,0.4,12.68,0,EQUITY
2020-02-18,CEVA,"CEVA, Inc.",2020-02-18T05:00:00.000Z,TNS,0.22,0.3,35.14,0,EQUITY
2020-02-18,CHH,"Choice Hotels International, Inc.",2020-02-18T05:00:00.000Z,TNS,0.85,0.92,8.24,0,EQUITY
2020-02-18,CIDM,Cinedigm Corp.,2020-02-18T05:00:00.000Z,TNS,,,,0,EQUITY
2020-02-18,WLKP,Westlake Chemical Partners LP,2020-02-18T05:00:00.000Z,TNS,0.48,0.49,3.16,0,EQUITY
2020-02-18,PCG,PG&E Corporation,2020-02-18T05:00:00.000Z,TNS,0.67,0.68,1.8,0,EQUITY
2020-02-18,CEQP,Crestwood Equity Partners LP,2020-02-18T05:00:00.000Z,TNS,0.44,0.28,-35.63,0,EQUITY
2020-02-18,CEQP-P,Crestwood Equity Partners LP,2020-02-18T05:00:00.000Z,TNS,0.44,0.28,-35.63,0,EQUITY
2020-02-18,FELE,"Franklin Electric Co., Inc.",2020-02-18T05:00:00.000Z,TNS,0.51,0.43,-16.18,0,EQUITY
2020-02-18,NUPMF,New Pacific Metals Corp.,2020-02-18T05:00:00.000Z,TNS,0.0,-0.01,,0,EQUITY
2020-02-18,USAC,"USA Compression Partners, LP",2020-02-18T05:00:00.000Z,TNS,0.0,-0.03,,0,EQUITY
2020-02-18,CINR,Ciner Resources LP,2020-02-18T05:00:00.000Z,TNS,,,,0,EQUITY
2020-02-18,SFL,SFL Corporation Ltd,2020-02-18T15:59:00.000Z,TNS,0.26,0.22,-15.38,0,EQUITY
2020-02-18,SCPL,SciPlay Corporation,2020-02-18T05:00:00.000Z,TNS,0.22,0.23,5.02,0,EQUITY
2020-02-18,CPPMF,Copper Mountain Mining Corporation,2020-02-18T05:00:00.000Z,TNS,0.01,0.01,25.0,0,EQUITY
2020-02-18,IGUEF,Iguatemi Empresa de Shopping Centers S.A.,2020-02-18T05:00:00.000Z,TNS,0.48,0.63,31.52,0,EQUITY
